code,multi_1,multi_2,multi_3
'8861','16','16.13',' '
'8862','16','16.13',' '
'8863','16','16.13',' '
'8864','16','16.13',' '
'8865','16','16.13',' '
'8866','16','16.13',' '
'8867','16','16.13',' '
'8868','16','16.13',' '
'0021','16','16.14','16.14.1'
'8871','16','16.14','16.14.1'
'0024','16','16.14','16.14.2'
'8872','16','16.14','16.14.2'
'8874','16','16.14','16.14.3'
'0025','16','16.14','16.14.4'
'8875','16','16.14','16.14.4'
'8876','16','16.14','16.14.5'
'0022','16','16.14','16.14.6'
'0023','16','16.14','16.14.6'
'0028','16','16.14','16.14.6'
'0029','16','16.14','16.14.6'
'8873','16','16.14','16.14.6'
'8877','16','16.14','16.14.6'
'8878','16','16.14','16.14.6'
'8879','16','16.14','16.14.6'
'0032','16','16.15',' '
'8891','16','16.15',' '
'8892','16','16.15',' '
'8893','16','16.15',' '
'8894','16','16.15',' '
'8895','16','16.15',' '
'8896','16','16.15',' '
'8897','16','16.15',' '
'8899','16','16.15',' '
'8914','16','16.16',' '
'8929','16','16.17',' '
'8941','16','16.18',' '
'8942','16','16.18',' '
'8943','16','16.18',' '
'8944','16','16.18',' '
'8951','16','16.19',' '
'8952','16','16.19',' '
'8954','16','16.20',' '
'8964','16','16.21',' '
'8960','16','16.22',' '
'8965','16','16.22',' '
'9001','16','16.23',' '
'9002','16','16.23',' '
'9003','16','16.23',' '
'9004','16','16.23',' '
'9005','16','16.23',' '
'9006','16','16.23',' '
'9009','16','16.23',' '
'9011','16','16.23',' '
'9012','16','16.23',' '
'9013','16','16.23',' '
'9014','16','16.23',' '
'9015','16','16.23',' '
'9016','16','16.23',' '
'9019','16','16.23',' '
'9021','16','16.23',' '
'9022','16','16.23',' '
'9023','16','16.23',' '
'9024','16','16.23',' '
'9025','16','16.23',' '
'9026','16','16.23',' '
'9029','16','16.23',' '
'9031','16','16.23',' '
'9032','16','16.23',' '
'9033','16','16.23',' '
'9034','16','16.23',' '
'9035','16','16.23',' '
'9036','16','16.23',' '
'9039','16','16.23',' '
'9041','16','16.23',' '
'9042','16','16.23',' '
'9043','16','16.23',' '
'9044','16','16.23',' '
'9045','16','16.23',' '
'9046','16','16.23',' '
'9049','16','16.23',' '
'9051','16','16.23',' '
'9052','16','16.23',' '
'9053','16','16.23',' '
'9054','16','16.23',' '
'9055','16','16.23',' '
'9056','16','16.23',' '
'9059','16','16.23',' '
'9061','16','16.23',' '
'9062','16','16.23',' '
'9063','16','16.23',' '
'9064','16','16.23',' '
'9065','16','16.23',' '
'9066','16','16.23',' '
'9069','16','16.23',' '
'9071','16','16.23',' '
'9072','16','16.23',' '
'9073','16','16.23',' '
'9074','16','16.23',' '
'9075','16','16.23',' '
'9076','16','16.23',' '
'9079','16','16.23',' '
'9081','16','16.23',' '
'9082','16','16.23',' '
'9083','16','16.23',' '
'9084','16','16.23',' '
'9085','16','16.23',' '
'9086','16','16.23',' '
'9089','16','16.23',' '
'9091','16','16.23',' '
'9092','16','16.23',' '
'9093','16','16.23',' '
'9094','16','16.23',' '
'9095','16','16.23',' '
'9096','16','16.23',' '
'9099','16','16.23',' '
'9101','16','16.23',' '
'9102','16','16.23',' '
'9103','16','16.23',' '
'9104','16','16.23',' '
'9105','16','16.23',' '
'9106','16','16.23',' '
'9109','16','16.23',' '
'9111','16','16.23',' '
'9112','16','16.23',' '
'9113','16','16.23',' '
'9114','16','16.23',' '
'9115','16','16.23',' '
'9116','16','16.23',' '
'9119','16','16.23',' '
'9121','16','16.23',' '
'9122','16','16.23',' '
'9123','16','16.23',' '
'9124','16','16.23',' '
'9125','16','16.23',' '
'9126','16','16.23',' '
'9129','16','16.23',' '
'9131','16','16.23',' '
'9132','16','16.23',' '
'9133','16','16.23',' '
'9134','16','16.23',' '
'9135','16','16.23',' '
'9136','16','16.23',' '
'9139','16','16.23',' '
'9141','16','16.23',' '
'9142','16','16.23',' '
'9143','16','16.23',' '
'9144','16','16.23',' '
'9145','16','16.23',' '
'9146','16','16.23',' '
'9149','16','16.23',' '
'9151','16','16.23',' '
'9152','16','16.23',' '
'9153','16','16.23',' '
'9154','16','16.23',' '
'9155','16','16.23',' '
'9156','16','16.23',' '
'9159','16','16.23',' '
'9161','16','16.23',' '
'9162','16','16.23',' '
'9163','16','16.23',' '
'9164','16','16.23',' '
'9165','16','16.23',' '
'9166','16','16.23',' '
'9169','16','16.23',' '
'9171','16','16.23',' '
'9172','16','16.23',' '
'9173','16','16.23',' '
'9174','16','16.23',' '
'9175','16','16.23',' '
'9176','16','16.23',' '
'9179','16','16.23',' '
'9181','16','16.23',' '
'9182','16','16.23',' '
'9183','16','16.23',' '
'9184','16','16.23',' '
'9185','16','16.23',' '
'9186','16','16.23',' '
'9189','16','16.23',' '
'9191','16','16.23',' '
'9192','16','16.23',' '
'9193','16','16.23',' '
'9194','16','16.23',' '
'9195','16','16.23',' '
'9196','16','16.23',' '
'9199','16','16.23',' '
'9214','16','16.24','16.24.1'
'9215','16','16.24','16.24.2'
'9201','16','16.24','16.24.3'
'9202','16','16.24','16.24.3'
'9203','16','16.24','16.24.3'
'9204','16','16.24','16.24.3'
'9205','16','16.24','16.24.3'
'9209','16','16.24','16.24.3'
'9211','16','16.24','16.24.4'
'9212','16','16.24','16.24.4'
'9213','16','16.24','16.24.4'
'9216','16','16.24','16.24.4'
'9217','16','16.24','16.24.4'
'9218','16','16.24','16.24.4'
'9219','16','16.24','16.24.4'
'9220','16','16.25',' '
'9221','16','16.25',' '
'9222','16','16.25',' '
'9223','16','16.25',' '
'9224','16','16.25',' '
'9225','16','16.25',' '
'9226','16','16.25',' '
'9227','16','16.25',' '
'9228','16','16.25',' '
'9229','16','16.25',' '
'9241','16','16.25',' '
'9301','16','16.26','16.26.1'
'9302','16','16.26','16.26.1'
'9303','16','16.26','16.26.1'
'9304','16','16.26','16.26.1'
'9305','16','16.26','16.26.1'
'9306','16','16.26','16.26.1'
'9307','16','16.26','16.26.1'
'9308','16','16.26','16.26.1'
'9309','16','16.26','16.26.1'
'9311','16','16.26','16.26.2'
'9312','16','16.26','16.26.2'
'9313','16','16.26','16.26.2'
'9314','16','16.26','16.26.2'
'9315','16','16.26','16.26.2'
'9316','16','16.26','16.26.2'
'9317','16','16.26','16.26.2'
'9318','16','16.26','16.26.2'
'9319','16','16.26','16.26.2'
'9321','16','16.26','16.26.2'
'9322','16','16.26','16.26.2'
'9323','16','16.26','16.26.2'
'9324','16','16.26','16.26.2'
'9325','16','16.26','16.26.2'
'9326','16','16.26','16.26.2'
'9327','16','16.26','16.26.2'
'9328','16','16.26','16.26.2'
'9329','16','16.26','16.26.2'
'9331','16','16.26','16.26.2'
'9332','16','16.26','16.26.2'
'9333','16','16.26','16.26.2'
'9334','16','16.26','16.26.2'
'9335','16','16.26','16.26.2'
'9336','16','16.26','16.26.2'
'9337','16','16.26','16.26.2'
'9338','16','16.26','16.26.2'
'9339','16','16.26','16.26.2'
'9341','16','16.26','16.26.3'
'9342','16','16.26','16.26.3'
'9343','16','16.26','16.26.3'
'9344','16','16.26','16.26.3'
'9345','16','16.26','16.26.3'
'9346','16','16.26','16.26.3'
'9351','16','16.26','16.26.3'
'9352','16','16.26','16.26.3'
'9353','16','16.26','16.26.3'
'9354','16','16.26','16.26.3'
'9355','16','16.26','16.26.3'
'9356','16','16.26','16.26.3'
'9357','16','16.26','16.26.3'
'9358','16','16.26','16.26.3'
'9359','16','16.26','16.26.3'
'9361','16','16.26','16.26.4'
'9362','16','16.26','16.26.4'
'9363','16','16.26','16.26.4'
'9364','16','16.26','16.26.4'
'9365','16','16.26','16.26.4'
'9366','16','16.26','16.26.4'
'9367','16','16.26','16.26.4'
'9371','16','16.26','16.26.4'
'9372','16','16.26','16.26.4'
'9373','16','16.26','16.26.4'
'9374','16','16.26','16.26.4'
'9375','16','16.26','16.26.4'
'9376','16','16.26','16.26.4'
'9377','16','16.26','16.26.4'
'9378','16','16.26','16.26.4'
'9381','16','16.26','16.26.4'
'9382','16','16.26','16.26.4'
'9383','16','16.26','16.26.4'
'9384','16','16.26','16.26.4'
'9385','16','16.26','16.26.4'
'9389','16','16.26','16.26.4'
'9604','16','16.27','16.27.1'
'9671','16','16.27','16.27.2'
'9672','16','16.27','16.27.3'
'9390','16','16.27','16.27.4'
'9392','16','16.27','16.27.4'
'9601','16','16.27','16.27.4'
'9602','16','16.27','16.27.4'
'9603','16','16.27','16.27.4'
'9605','16','16.27','16.27.4'
'9670','16','16.27','16.27.4'
'9394','16','16.28','16.28.1'
'9396','16','16.28','16.28.2'
'9391','16','16.28','16.28.3'
'9399','16','16.28','16.28.3'
'9421','16','16.29','16.29.1'
'9422','16','16.29','16.29.1'
'9423','16','16.29','16.29.1'
'9424','16','16.29','16.29.1'
'9425','16','16.29','16.29.1'
'9427','16','16.29','16.29.2'
'9431','16','16.29','16.29.3'
'9432','16','16.29','16.29.3'
'9433','16','16.29','16.29.3'
'9434','16','16.29','16.29.3'
'9435','16','16.29','16.29.3'
'9436','16','16.29','16.29.3'
'9437','16','16.29','16.29.3'
'9438','16','16.29','16.29.3'
'9439','16','16.29','16.29.3'
'9401','16','16.29','16.29.4'
'9402','16','16.29','16.29.4'
'9403','16','16.29','16.29.4'
'9408','16','16.29','16.29.4'
'9409','16','16.29','16.29.4'
'9411','16','16.29','16.29.4'
'9412','16','16.29','16.29.4'
'9413','16','16.29','16.29.4'
'9419','16','16.29','16.29.4'
'9426','16','16.29','16.29.4'
'9429','16','16.29','16.29.4'
'9441','16','16.29','16.29.4'
'9442','16','16.29','16.29.4'
'9443','16','16.29','16.29.4'
'9444','16','16.29','16.29.4'
'9445','16','16.29','16.29.4'
'9446','16','16.29','16.29.4'
'9449','16','16.29','16.29.4'
'9451','16','16.29','16.29.4'
'9452','16','16.29','16.29.4'
'9453','16','16.29','16.29.4'
'9454','16','16.29','16.29.4'
'9455','16','16.29','16.29.4'
'9459','16','16.29','16.29.4'
'9461','16','16.30','16.30.1'
'9462','16','16.30','16.30.2'
'9463','16','16.30','16.30.3'
'9464','16','16.30','16.30.4'
'9465','16','16.30','16.30.5'
'9466','16','16.30','16.30.6'
'9467','16','16.30','16.30.7'
'9468','16','16.30','16.30.8'
'9469','16','16.30','16.30.9'
'9501','16','16.31',' '
'9502','16','16.31',' '
'9503','16','16.31',' '
'9504','16','16.31',' '
'9505','16','16.31',' '
'9506','16','16.31',' '
'9507','16','16.31',' '
'9509','16','16.31',' '
'9511','16','16.31',' '
'9512','16','16.31',' '
'9513','16','16.31',' '
'9514','16','16.31',' '
'9515','16','16.31',' '
'9516','16','16.31',' '
'9521','16','16.31',' '
'9522','16','16.31',' '
'9523','16','16.31',' '
'9524','16','16.31',' '
'9525','16','16.31',' '
'9526','16','16.31',' '
'9531','16','16.31',' '
'9532','16','16.31',' '
'9533','16','16.31',' '
'9534','16','16.31',' '
'9535','16','16.31',' '
'9536','16','16.31',' '
'9541','16','16.31',' '
'9542','16','16.31',' '
'9543','16','16.31',' '
'9544','16','16.31',' '
'9545','16','16.31',' '
'9546','16','16.31',' '
'9547','16','16.31',' '
'9548','16','16.31',' '
'9549','16','16.31',' '
'9607','16','16.32',' '
'9900','16','16.33',' '
'9901','16','16.33',' '
'9902','16','16.33',' '
'9903','16','16.33',' '
'9904','16','16.33',' '
'9905','16','16.33',' '
'9906','16','16.33',' '
'9907','16','16.33',' '
'9908','16','16.33',' '
'9909','16','16.33',' '
'966 ','16','16.34',' '
'9915','16','16.34',' '
'0010','16','16.35',' '
'0015','16','16.35',' '
'1770','16','16.35',' '
'9925','16','16.35',' '
'9928','16','16.35',' '
'9960','16','16.36',' '
'9961','16','16.36',' '
'9962','16','16.36',' '
'9963','16','16.36',' '
'9964','16','16.36',' '
'9969','16','16.36',' '
'0033','16','16.37',' '
'0034','16','16.37',' '
'0035','16','16.37',' '
'0039','16','16.37',' '
'3823','16','16.37',' '
'3824','16','16.37',' '
'3825','16','16.37',' '
'8701','16','16.37',' '
'8702','16','16.37',' '
'8704','16','16.37',' '
'8705','16','16.37',' '
'8706','16','16.37',' '
'8707','16','16.37',' '
'8708','16','16.37',' '
'8709','16','16.37',' '
'8711','16','16.37',' '
'8712','16','16.37',' '
'8713','16','16.37',' '
'8714','16','16.37',' '
'8715','16','16.37',' '
'8716','16','16.37',' '
'8717','16','16.37',' '
'8722','16','16.37',' '
'8723','16','16.37',' '
'8724','16','16.37',' '
'8729','16','16.37',' '
'8731','16','16.37',' '
'8732','16','16.37',' '
'8733','16','16.37',' '
'8734','16','16.37',' '
'8735','16','16.37',' '
'8738','16','16.37',' '
'8739','16','16.37',' '
'8742','16','16.37',' '
'8743','16','16.37',' '
'8749','16','16.37',' '
'8751','16','16.37',' '
'8752','16','16.37',' '
'8754','16','16.37',' '
'8759','16','16.37',' '
'8763','16','16.37',' '
'8765','16','16.37',' '
'8766','16','16.37',' '
'8769','16','16.37',' '
'8772','16','16.37',' '
'8774','16','16.37',' '
'8775','16','16.37',' '
'8776','16','16.37',' '
'8777','16','16.37',' '
'8778','16','16.37',' '
'8779','16','16.37',' '
'8781','16','16.37',' '
'8782','16','16.37',' '
'8783','16','16.37',' '
'8784','16','16.37',' '
'8785','16','16.37',' '
'8789','16','16.37',' '
'8791','16','16.37',' '
'8792','16','16.37',' '
'8793','16','16.37',' '
'8794','16','16.37',' '
'8795','16','16.37',' '
'8799','16','16.37',' '
'8802','16','16.37',' '
'8803','16','16.37',' '
'8804','16','16.37',' '
'8809','16','16.37',' '
'8811','16','16.37',' '
'8812','16','16.37',' '
'8813','16','16.37',' '
'8814','16','16.37',' '
'8815','16','16.37',' '
'8816','16','16.37',' '
'8819','16','16.37',' '
'8821','16','16.37',' '
'8822','16','16.37',' '
'8823','16','16.37',' '
'8824','16','16.37',' '
'8825','16','16.37',' '
'8826','16','16.37',' '
'8827','16','16.37',' '
'8828','16','16.37',' '
'8829','16','16.37',' '
'8831','16','16.37',' '
'8832','16','16.37',' '
'8833','16','16.37',' '
'8834','16','16.37',' '
'8835','16','16.37',' '
'8836','16','16.37',' '
'8837','16','16.37',' '
'8839','16','16.37',' '
'8859','16','16.37',' '
'8881','16','16.37',' '
'8882','16','16.37',' '
'8883','16','16.37',' '
'8884','16','16.37',' '
'8885','16','16.37',' '
'8886','16','16.37',' '
'8889','16','16.37',' '
'8890','16','16.37',' '
'8898','16','16.37',' '
'0058','16','16.38',' '
'0059','16','16.38',' '
'0067','16','16.38',' '
'0068','16','16.38',' '
'0069','16','16.38',' '
'8901','16','16.38',' '
'8902','16','16.38',' '
'8903','16','16.38',' '
'8904','16','16.38',' '
'8905','16','16.38',' '
'8906','16','16.38',' '
'8907','16','16.38',' '
'8908','16','16.38',' '
'8909','16','16.38',' '
'8910','16','16.38',' '
'8911','16','16.38',' '
'8912','16','16.38',' '
'8913','16','16.38',' '
'8915','16','16.38',' '
'8916','16','16.38',' '
'8917','16','16.38',' '
'8918','16','16.38',' '
'8919','16','16.38',' '
'8921','16','16.38',' '
'8922','16','16.38',' '
'8923','16','16.38',' '
'8924','16','16.38',' '
'8925','16','16.38',' '
'8926','16','16.38',' '
'8931','16','16.38',' '
'8932','16','16.38',' '
'8933','16','16.38',' '
'8934','16','16.38',' '
'8935','16','16.38',' '
'8936','16','16.38',' '
'8937','16','16.38',' '
'8938','16','16.38',' '
'8939','16','16.38',' '
'8945','16','16.38',' '
'8946','16','16.38',' '
'8947','16','16.38',' '
'8948','16','16.38',' '
'8949','16','16.38',' '
'8950','16','16.38',' '
'8953','16','16.38',' '
'8955','16','16.38',' '
'8956','16','16.38',' '
'8957','16','16.38',' '
'8958','16','16.38',' '
'8959','16','16.38',' '
'8961','16','16.38',' '
'8962','16','16.38',' '
'8963','16','16.38',' '
'8966','16','16.38',' '
'8967','16','16.38',' '
'8968','16','16.38',' '
'8969','16','16.38',' '
'897 ','16','16.38',' '
'898 ','16','16.38',' '
'9931','16','16.39',' '
'9932','16','16.39',' '
'9933','16','16.39',' '
'9934','16','16.39',' '
'9935','16','16.39',' '
'9936','16','16.39',' '
'9937','16','16.39',' '
'9938','16','16.39',' '
'9939','16','16.39',' '
'9941','16','16.39',' '
'9942','16','16.39',' '
'9943','16','16.39',' '
'9944','16','16.39',' '
'9945','16','16.39',' '
'9946','16','16.39',' '
'9947','16','16.39',' '
'9948','16','16.39',' '
'9951','16','16.39',' '
'9952','16','16.39',' '
'9953','16','16.39',' '
'9954','16','16.39',' '
'9955','16','16.39',' '
'9956','16','16.39',' '
'9957','16','16.39',' '
'9958','16','16.39',' '
'9959','16','16.39',' '
'9801','16','16.40',' '
'9802','16','16.40',' '
'9803','16','16.40',' '
'9804','16','16.40',' '
'9805','16','16.40',' '
'9811','16','16.40',' '
'9812','16','16.40',' '
'9813','16','16.40',' '
'9814','16','16.40',' '
'9815','16','16.40',' '
'9816','16','16.40',' '
'9817','16','16.40',' '
'9818','16','16.40',' '
'9819','16','16.40',' '
'9820','16','16.40',' '
'9821','16','16.40',' '
'9822','16','16.40',' '
'9823','16','16.40',' '
'9824','16','16.40',' '
'9825','16','16.40',' '
'9826','16','16.40',' '
'9827','16','16.40',' '
'9828','16','16.40',' '
'9829','16','16.40',' '
'9852','16','16.41',' '
'9859','16','16.41',' '
'0001','16','16.42',' '
'0002','16','16.42',' '
'0003','16','16.42',' '
'0009','16','16.42',' '
'0014','16','16.42',' '
'1762','16','16.42',' '
'1769','16','16.42',' '
'9976','16','16.42',' '
'9977','16','16.42',' '
'1781','16','16.42','16.42.1'
'9921','16','16.42','16.42.1'
'9983','16','16.42','16.42.2'
'9910','16','16.42','16.42.3'
'9975','16','16.42','16.42.3'
'0011','16','16.42','16.42.4'
'0012','16','16.42','16.42.4'
'0013','16','16.42','16.42.4'
'0016','16','16.42','16.42.4'
'0017','16','16.42','16.42.4'
'0018','16','16.42','16.42.4'
'0019','16','16.42','16.42.4'
'0091','16','16.42','16.42.4'
'0092','16','16.42','16.42.4'
'0093','16','16.42','16.42.4'
'0094','16','16.42','16.42.4'
'0095','16','16.42','16.42.4'
'0096','16','16.42','16.42.4'
'0110','16','16.42','16.42.4'
'0116','16','16.42','16.42.4'
'0117','16','16.42','16.42.4'
'1741','16','16.42','16.42.4'
'1742','16','16.42','16.42.4'
'1743','16','16.42','16.42.4'
'1744','16','16.42','16.42.4'
'1745','16','16.42','16.42.4'
'1749','16','16.42','16.42.4'
'3898','16','16.42','16.42.4'
'3899','16','16.42','16.42.4'
'923 ','16','16.42','16.42.4'
'9230','16','16.42','16.42.4'
'9231','16','16.42','16.42.4'
'9232','16','16.42','16.42.4'
'9233','16','16.42','16.42.4'
'9239','16','16.42','16.42.4'
'9393','16','16.42','16.42.4'
'9395','16','16.42','16.42.4'
'9397','16','16.42','16.42.4'
'9398','16','16.42','16.42.4'
'9657','16','16.42','16.42.4'
'9658','16','16.42','16.42.4'
'9659','16','16.42','16.42.4'
'9715','16','16.42','16.42.4'
'9716','16','16.42','16.42.4'
'9729','16','16.42','16.42.4'
'9738','16','16.42','16.42.4'
'9739','16','16.42','16.42.4'
'9779','16','16.42','16.42.4'
'9781','16','16.42','16.42.4'
'9783','16','16.42','16.42.4'
'9784','16','16.42','16.42.4'
'9785','16','16.42','16.42.4'
'9787','16','16.42','16.42.4'
'9789','16','16.42','16.42.4'
'9911','16','16.42','16.42.4'
'9912','16','16.42','16.42.4'
'9913','16','16.42','16.42.4'
'9914','16','16.42','16.42.4'
'9916','16','16.42','16.42.4'
'9917','16','16.42','16.42.4'
'9918','16','16.42','16.42.4'
'9919','16','16.42','16.42.4'
'9920','16','16.42','16.42.4'
'9922','16','16.42','16.42.4'
'9923','16','16.42','16.42.4'
'9924','16','16.42','16.42.4'
'9926','16','16.42','16.42.4'
'9927','16','16.42','16.42.4'
'9929','16','16.42','16.42.4'
'9971','16','16.42','16.42.4'
'9972','16','16.42','16.42.4'
'9973','16','16.42','16.42.4'
'9974','16','16.42','16.42.4'
'9978','16','16.42','16.42.4'
'9979','16','16.42','16.42.4'
'9981','16','16.42','16.42.4'
'9982','16','16.42','16.42.4'
'9984','16','16.42','16.42.4'
'9985','16','16.42','16.42.4'
'9986','16','16.42','16.42.4'
'9988','16','16.42','16.42.4'
'9991','16','16.42','16.42.4'
'9992','16','16.42','16.42.4'
'9998','16','16.42','16.42.4'
'9999','16','16.42','16.42.4'
