code,multi_1,multi_2,multi_3
'0056','7','7.6','7.6.1'
'0057','7','7.6','7.6.1'
'3770','7','7.6','7.6.1'
'3771','7','7.6','7.6.1'
'3772','7','7.6','7.6.1'
'3773','7','7.6','7.6.1'
'3774','7','7.6','7.6.1'
'3775','7','7.6','7.6.1'
'3776','7','7.6','7.6.1'
'3777','7','7.6','7.6.1'
'3778','7','7.6','7.6.1'
'3779','7','7.6','7.6.1'
'3780','7','7.6','7.6.2'
'3781','7','7.6','7.6.2'
'3782','7','7.6','7.6.2'
'3783','7','7.6','7.6.2'
'3785','7','7.6','7.6.2'
'3786','7','7.6','7.6.2'
'3787','7','7.6','7.6.2'
'3789','7','7.6','7.6.2'
'1751','7','7.6','7.6.3'
'1752','7','7.6','7.6.3'
'3794','7','7.6','7.6.3'
'3795','7','7.6','7.6.3'
'3796','7','7.6','7.6.3'
'3797','7','7.6','7.6.3'
'3798','7','7.6','7.6.3'
'3531','7','7.7',' '
'3532','7','7.7',' '
'3533','7','7.7',' '
'3534','7','7.7',' '
'3535','7','7.7',' '
'3539','7','7.7',' '
'3541','7','7.7',' '
'3542','7','7.7',' '
'3550','7','7.7',' '
'3551','7','7.7',' '
'3552','7','7.7',' '
'3553','7','7.7',' '
'3554','7','7.7',' '
'3555','7','7.7',' '
'3560','7','7.7',' '
'3561','7','7.7',' '
'3562','7','7.7',' '
'3563','7','7.7',' '
'3570','7','7.7',' '
'3571','7','7.7',' '
'3572','7','7.7',' '
'3573','7','7.7',' '
'3581','7','7.7',' '
'3582','7','7.7',' '
'3583','7','7.7',' '
'3584','7','7.7',' '
'3591','7','7.7',' '
'3592','7','7.7',' '
'3593','7','7.7',' '
'3594','7','7.7',' '
'3595','7','7.7',' '
'3598','7','7.7',' '
'3600','7','7.7',' '
'3603','7','7.7',' '
'3609','7','7.7',' '
'3691','7','7.7',' '
'3699','7','7.7',' '
'3710','7','7.7',' '
'3711','7','7.7',' '
'3712','7','7.7',' '
'3731','7','7.7',' '
'3732','7','7.7',' '
'3733','7','7.7',' '
'3734','7','7.7',' '
'3735','7','7.7',' '
'3736','7','7.7',' '
'3737','7','7.7',' '
'374 ','7','7.7',' '
'3741','7','7.7',' '
'3749','7','7.7',' '
'3752','7','7.7',' '
'3753','7','7.7',' '
'3754','7','7.7',' '
'3755','7','7.7',' '
'3760','7','7.7',' '
'3761','7','7.7',' '
'3762','7','7.7',' '
'3763','7','7.7',' '
'3764','7','7.7',' '
'3765','7','7.7',' '
'3766','7','7.7',' '
'3767','7','7.7',' '
'3768','7','7.7',' '
'3790','7','7.7',' '
'3791','7','7.7',' '
'3799','7','7.7',' '
'3961','7','7.8',' '
'3962','7','7.8',' '
'3963','7','7.8',' '
'3964','7','7.8',' '
'3965','7','7.8',' '
'3966','7','7.8',' '
'3811','7','7.9',' '
'3812','7','7.9',' '
'3834','7','7.10',' '
'3844','7','7.10',' '
'3864','7','7.10',' '
'3971','7','7.10',' '
'3973','7','7.10',' '
'3978','7','7.10',' '
'3859','7','7.11',' '
'3891','7','7.12','7.12.1'
'3892','7','7.12','7.12.2'
'3893','7','7.12','7.12.3'
'3897','7','7.12','7.12.3'
'3925','7','7.13',' '
'3929','7','7.13',' '
'390 ','7','7.14',' '
'391 ','7','7.14',' '
'3921','7','7.14',' '
'3922','7','7.14',' '
'3923','7','7.14',' '
'3924','7','7.14',' '
'3926','7','7.14',' '
'3928','7','7.14',' '
'3927','7','7.15',' '
'3942','7','7.15',' '
'3943','7','7.15',' '
'3993','7','7.15',' '
'3995','7','7.16',' '
'0061','7','7.17',' '
'0062','7','7.17',' '
'0063','7','7.17',' '
'0064','7','7.17',' '
'0065','7','7.17',' '
'1753','7','7.17',' '
'1754','7','7.17',' '
'3801','7','7.17',' '
'3802','7','7.17',' '
'3831','7','7.17',' '
'3832','7','7.17',' '
'3841','7','7.17',' '
'3842','7','7.17',' '
'3851','7','7.17',' '
'3852','7','7.17',' '
'3861','7','7.17',' '
'3862','7','7.17',' '
'3881','7','7.17',' '
'3882','7','7.17',' '
'3972','7','7.17',' '
'3974','7','7.17',' '
'3975','7','7.17',' '
'3976','7','7.17',' '
'3981','7','7.17',' '
'3982','7','7.17',' '
'3983','7','7.17',' '
'3984','7','7.17',' '
'3985','7','7.17',' '
'3986','7','7.17',' '
'3987','7','7.17',' '
'3988','7','7.17',' '
'3989','7','7.17',' '
'3808','7','7.18',' '
'3818','7','7.18',' '
'0055','7','7.19',' '
'1756','7','7.19',' '
'3950','7','7.19',' '
'3977','7','7.19',' '
'3979','7','7.19',' '
'6824','7','7.19',' '
'6825','7','7.19',' '
'387 ','7','7.19','7.19.1'
'0040','7','7.19','7.19.2'
'0041','7','7.19','7.19.2'
'0042','7','7.19','7.19.2'
'0043','7','7.19','7.19.2'
'0044','7','7.19','7.19.2'
'0045','7','7.19','7.19.2'
'0046','7','7.19','7.19.2'
'0047','7','7.19','7.19.2'
'0048','7','7.19','7.19.2'
'1771','7','7.19','7.19.2'
'3800','7','7.19','7.19.2'
'3803','7','7.19','7.19.2'
'3804','7','7.19','7.19.2'
'3805','7','7.19','7.19.2'
'3806','7','7.19','7.19.2'
'3807','7','7.19','7.19.2'
'3809','7','7.19','7.19.2'
'3810','7','7.19','7.19.2'
'3813','7','7.19','7.19.2'
'3814','7','7.19','7.19.2'
'3815','7','7.19','7.19.2'
'3816','7','7.19','7.19.2'
'3830','7','7.19','7.19.2'
'3833','7','7.19','7.19.2'
'3835','7','7.19','7.19.2'
'3836','7','7.19','7.19.2'
'3837','7','7.19','7.19.2'
'3838','7','7.19','7.19.2'
'3839','7','7.19','7.19.2'
'3840','7','7.19','7.19.2'
'3843','7','7.19','7.19.2'
'3845','7','7.19','7.19.2'
'3846','7','7.19','7.19.2'
'3847','7','7.19','7.19.2'
'3848','7','7.19','7.19.2'
'3849','7','7.19','7.19.2'
'3850','7','7.19','7.19.2'
'3853','7','7.19','7.19.2'
'3855','7','7.19','7.19.2'
'3857','7','7.19','7.19.2'
'3860','7','7.19','7.19.2'
'3863','7','7.19','7.19.2'
'3865','7','7.19','7.19.2'
'3866','7','7.19','7.19.2'
'3867','7','7.19','7.19.2'
'3868','7','7.19','7.19.2'
'3869','7','7.19','7.19.2'
'3880','7','7.19','7.19.2'
'3883','7','7.19','7.19.2'
'3884','7','7.19','7.19.2'
'3885','7','7.19','7.19.2'
'3886','7','7.19','7.19.2'
'3887','7','7.19','7.19.2'
'3888','7','7.19','7.19.2'
'3889','7','7.19','7.19.2'
'3930','7','7.19','7.19.2'
'3931','7','7.19','7.19.2'
'3932','7','7.19','7.19.2'
'3941','7','7.19','7.19.2'
'3949','7','7.19','7.19.2'
'3951','7','7.19','7.19.2'
'3952','7','7.19','7.19.2'
'3953','7','7.19','7.19.2'
'3954','7','7.19','7.19.2'
'3955','7','7.19','7.19.2'
'3956','7','7.19','7.19.2'
'3957','7','7.19','7.19.2'
'3958','7','7.19','7.19.2'
'3959','7','7.19','7.19.2'
'397 ','7','7.19','7.19.2'
'398 ','7','7.19','7.19.2'
'3990','7','7.19','7.19.2'
'3991','7','7.19','7.19.2'
'3992','7','7.19','7.19.2'
'3994','7','7.19','7.19.2'
'3998','7','7.19','7.19.2'
'3999','7','7.19','7.19.2'
'3720','7','7.20',' '
'3724','7','7.20',' '
'3725','7','7.20',' '
'3726','7','7.20',' '
'3727','7','7.20',' '
'3728','7','7.20',' '
'3729','7','7.20',' '
'3821','7','7.20',' '
'3822','7','7.20',' '
'3826','7','7.20',' '
'3829','7','7.20',' '
'0049','7','7.21',' '
'0060','7','7.21',' '
'3606','7','7.21',' '
'3607','7','7.21',' '
'370 ','7','7.21',' '
'3792','7','7.21',' '
'3793','7','7.21',' '
'3894','7','7.21',' '
'3895','7','7.21',' '
'3996','7','7.21',' '
'3997','7','7.21',' '
'9744','7','7.21',' '
'410 ','8','8.1',' '
'4100','8','8.1',' '
'4101','8','8.1',' '
'4102','8','8.1',' '
'4103','8','8.1',' '
'4104','8','8.1',' '
'4105','8','8.1',' '
'4106','8','8.1',' '
'4107','8','8.1',' '
'4108','8','8.1',' '
'4109','8','8.1',' '
'4131','8','8.2',' '
'411 ','8','8.3',' '
'412 ','8','8.3',' '
'4141','8','8.3',' '
'4142','8','8.3',' '
'4143','8','8.3',' '
'415 ','8','8.3',' '
'4193','8','8.3',' '
'4195','8','8.3',' '
'4199','8','8.3',' '
'4011','8','8.4','8.4.1'
'4021','8','8.4','8.4.2'
'4022','8','8.4','8.4.2'
'4023','8','8.4','8.4.2'
'4024','8','8.4','8.4.2'
'4029','8','8.4','8.4.2'
'403 ','8','8.4','8.4.3'
'4040','8','8.4','8.4.4'
'4041','8','8.4','8.4.4'
'4042','8','8.4','8.4.4'
'4050','8','8.4','8.4.4'
'4051','8','8.4','8.4.4'
'4052','8','8.4','8.4.4'
'4053','8','8.4','8.4.4'
'4054','8','8.4','8.4.4'
'4059','8','8.4','8.4.4'
'400 ','8','8.4','8.4.5'
'4019','8','8.4','8.4.5'
'4061','8','8.4','8.4.5'
'4062','8','8.4','8.4.5'
'4063','8','8.4','8.4.5'
'4064','8','8.4','8.4.5'
'4069','8','8.4','8.4.5'
'409 ','8','8.4','8.4.5'
'4132','8','8.4','8.4.5'
'4133','8','8.4','8.4.5'
'4138','8','8.4','8.4.5'
'4139','8','8.4','8.4.5'
'4191','8','8.4','8.4.5'
'4192','8','8.4','8.4.5'
'4198','8','8.4','8.4.5'
'4291','9','9.1','9.1.1'
'4292','9','9.1','9.1.2'
'4223','9','9.2','9.2.1'
'4224','9','9.2','9.2.1'
'4413','9','9.2','9.2.2'
'4414','9','9.2','9.2.2'
'4513','9','9.2','9.2.3'
'4516','9','9.2','9.2.4'
'4514','9','9.2','9.2.5'
'431 ','9','9.3',' '
'4311','9','9.3',' '
'4319','9','9.3',' '
'432 ','9','9.3',' '
'4432','9','9.3',' '
'4610','9','9.4',' '
'4611','9','9.4',' '
'4612','9','9.4',' '
'4613','9','9.4',' '
'4614','9','9.4',' '
'4620','9','9.5',' '
