code,multi_1,multi_2,multi_3,multi_4
'71292','3','3.7',' ',' '
'71293','3','3.7',' ',' '
'71294','3','3.7',' ',' '
'71295','3','3.7',' ',' '
'71296','3','3.7',' ',' '
'71297','3','3.7',' ',' '
'71298','3','3.7',' ',' '
'71299','3','3.7',' ',' '
'2761 ','3','3.8','3.8.1',' '
'2765 ','3','3.8','3.8.2',' '
'27650','3','3.8','3.8.2',' '
'27651','3','3.8','3.8.2',' '
'27652','3','3.8','3.8.2',' '
'2767 ','3','3.8','3.8.3',' '
'2768 ','3','3.8','3.8.4',' '
'2760 ','3','3.8','3.8.5',' '
'2762 ','3','3.8','3.8.5',' '
'2763 ','3','3.8','3.8.5',' '
'2764 ','3','3.8','3.8.5',' '
'2766 ','3','3.8','3.8.5',' '
'27669','3','3.8','3.8.5',' '
'2769 ','3','3.8','3.8.5',' '
'9951 ','3','3.8','3.8.5',' '
'27700','3','3.9',' ',' '
'27701','3','3.9',' ',' '
'27702','3','3.9',' ',' '
'27703','3','3.9',' ',' '
'27709','3','3.9',' ',' '
'27900','3','3.10',' ',' '
'27901','3','3.10',' ',' '
'27902','3','3.10',' ',' '
'27903','3','3.10',' ',' '
'27904','3','3.10',' ',' '
'27905','3','3.10',' ',' '
'27906','3','3.10',' ',' '
'27909','3','3.10',' ',' '
'27911','3','3.10',' ',' '
'27912','3','3.10',' ',' '
'27913','3','3.10',' ',' '
'2792 ','3','3.10',' ',' '
'2793 ','3','3.10',' ',' '
'2794 ','3','3.10',' ',' '
'27941','3','3.10',' ',' '
'27949','3','3.10',' ',' '
'2798 ','3','3.10',' ',' '
'2799 ','3','3.10',' ',' '
'2750 ','3','3.11','3.11.1',' '
'27502','3','3.11','3.11.1',' '
'27503','3','3.11','3.11.1',' '
'27509','3','3.11','3.11.1',' '
'2751 ','3','3.11','3.11.1',' '
'2752 ','3','3.11','3.11.1',' '
'2753 ','3','3.11','3.11.1',' '
'2754 ','3','3.11','3.11.1',' '
'27540','3','3.11','3.11.1',' '
'27541','3','3.11','3.11.1',' '
'27542','3','3.11','3.11.1',' '
'27549','3','3.11','3.11.1',' '
'2755 ','3','3.11','3.11.1',' '
'2758 ','3','3.11','3.11.1',' '
'2759 ','3','3.11','3.11.1',' '
'2780 ','3','3.11','3.11.2',' '
'27800','3','3.11','3.11.2',' '
'27801','3','3.11','3.11.2',' '
'27802','3','3.11','3.11.2',' '
'27803','3','3.11','3.11.2',' '
'79391','3','3.11','3.11.2',' '
'V8521','3','3.11','3.11.2',' '
'V8522','3','3.11','3.11.2',' '
'V8523','3','3.11','3.11.2',' '
'V8524','3','3.11','3.11.2',' '
'V8525','3','3.11','3.11.2',' '
'V8530','3','3.11','3.11.2',' '
'V8531','3','3.11','3.11.2',' '
'V8532','3','3.11','3.11.2',' '
'V8533','3','3.11','3.11.2',' '
'V8534','3','3.11','3.11.2',' '
'V8535','3','3.11','3.11.2',' '
'V8536','3','3.11','3.11.2',' '
'V8537','3','3.11','3.11.2',' '
'V8538','3','3.11','3.11.2',' '
'V8539','3','3.11','3.11.2',' '
'V854 ','3','3.11','3.11.2',' '
'V8541','3','3.11','3.11.2',' '
'V8542','3','3.11','3.11.2',' '
'V8543','3','3.11','3.11.2',' '
'V8544','3','3.11','3.11.2',' '
'V8545','3','3.11','3.11.2',' '
'V8554','3','3.11','3.11.2',' '
'2700 ','3','3.11','3.11.3',' '
'2701 ','3','3.11','3.11.3',' '
'2702 ','3','3.11','3.11.3',' '
'2703 ','3','3.11','3.11.3',' '
'2704 ','3','3.11','3.11.3',' '
'2705 ','3','3.11','3.11.3',' '
'2706 ','3','3.11','3.11.3',' '
'2707 ','3','3.11','3.11.3',' '
'2708 ','3','3.11','3.11.3',' '
'2709 ','3','3.11','3.11.3',' '
'2710 ','3','3.11','3.11.3',' '
'2711 ','3','3.11','3.11.3',' '
'2712 ','3','3.11','3.11.3',' '
'2713 ','3','3.11','3.11.3',' '
'2714 ','3','3.11','3.11.3',' '
'2718 ','3','3.11','3.11.3',' '
'2719 ','3','3.11','3.11.3',' '
'2725 ','3','3.11','3.11.3',' '
'2726 ','3','3.11','3.11.3',' '
'2727 ','3','3.11','3.11.3',' '
'2728 ','3','3.11','3.11.3',' '
'2729 ','3','3.11','3.11.3',' '
'2730 ','3','3.11','3.11.3',' '
'2731 ','3','3.11','3.11.3',' '
'2732 ','3','3.11','3.11.3',' '
'2733 ','3','3.11','3.11.3',' '
'2734 ','3','3.11','3.11.3',' '
'2738 ','3','3.11','3.11.3',' '
'2739 ','3','3.11','3.11.3',' '
'27501','3','3.11','3.11.3',' '
'2771 ','3','3.11','3.11.3',' '
'2772 ','3','3.11','3.11.3',' '
'2773 ','3','3.11','3.11.3',' '
'27730','3','3.11','3.11.3',' '
'27731','3','3.11','3.11.3',' '
'27739','3','3.11','3.11.3',' '
'2774 ','3','3.11','3.11.3',' '
'2775 ','3','3.11','3.11.3',' '
'2776 ','3','3.11','3.11.3',' '
'2777 ','3','3.11','3.11.3',' '
'2778 ','3','3.11','3.11.3',' '
'27781','3','3.11','3.11.3',' '
'27782','3','3.11','3.11.3',' '
'27784','3','3.11','3.11.3',' '
'27785','3','3.11','3.11.3',' '
'27786','3','3.11','3.11.3',' '
'27787','3','3.11','3.11.3',' '
'27789','3','3.11','3.11.3',' '
'2779 ','3','3.11','3.11.3',' '
'2781 ','3','3.11','3.11.3',' '
'2782 ','3','3.11','3.11.3',' '
'2783 ','3','3.11','3.11.3',' '
'2784 ','3','3.11','3.11.3',' '
'2788 ','3','3.11','3.11.3',' '
'7831 ','3','3.11','3.11.3',' '
'7832 ','3','3.11','3.11.3',' '
'78321','3','3.11','3.11.3',' '
'78322','3','3.11','3.11.3',' '
'7833 ','3','3.11','3.11.3',' '
'7834 ','3','3.11','3.11.3',' '
'78340','3','3.11','3.11.3',' '
'78341','3','3.11','3.11.3',' '
'78342','3','3.11','3.11.3',' '
'78343','3','3.11','3.11.3',' '
'7835 ','3','3.11','3.11.3',' '
'7837 ','3','3.11','3.11.3',' '
'7839 ','3','3.11','3.11.3',' '
'7947 ','3','3.11','3.11.3',' '
'7957 ','3','3.11','3.11.3',' '
'V122 ','3','3.11','3.11.3',' '
'V1221','3','3.11','3.11.3',' '
'V1229','3','3.11','3.11.3',' '
'V850 ','3','3.11','3.11.3',' '
'V8551','3','3.11','3.11.3',' '
'V8553','3','3.11','3.11.3',' '
'2851 ','4','4.1','4.1.1',' '
'28241','4','4.1','4.1.2',' '
'28242','4','4.1','4.1.2',' '
'2825 ','4','4.1','4.1.2',' '
'28260','4','4.1','4.1.2',' '
'28261','4','4.1','4.1.2',' '
'28262','4','4.1','4.1.2',' '
'28263','4','4.1','4.1.2',' '
'28264','4','4.1','4.1.2',' '
'28268','4','4.1','4.1.2',' '
'28269','4','4.1','4.1.2',' '
'2801 ','4','4.1','4.1.3','4.1.3.1'
'2808 ','4','4.1','4.1.3','4.1.3.1'
'2809 ','4','4.1','4.1.3','4.1.3.1'
'2810 ','4','4.1','4.1.3','4.1.3.2'
'2811 ','4','4.1','4.1.3','4.1.3.2'
'2812 ','4','4.1','4.1.3','4.1.3.2'
'2813 ','4','4.1','4.1.3','4.1.3.2'
'2814 ','4','4.1','4.1.3','4.1.3.2'
'2818 ','4','4.1','4.1.3','4.1.3.2'
'2819 ','4','4.1','4.1.3','4.1.3.2'
'2840 ','4','4.1','4.1.3','4.1.3.3'
'28401','4','4.1','4.1.3','4.1.3.3'
'28409','4','4.1','4.1.3','4.1.3.3'
'2841 ','4','4.1','4.1.3','4.1.3.3'
'28411','4','4.1','4.1.3','4.1.3.3'
'28412','4','4.1','4.1.3','4.1.3.3'
'28419','4','4.1','4.1.3','4.1.3.3'
'2848 ','4','4.1','4.1.3','4.1.3.3'
'28481','4','4.1','4.1.3','4.1.3.3'
'28489','4','4.1','4.1.3','4.1.3.3'
'2849 ','4','4.1','4.1.3','4.1.3.3'
'2800 ','4','4.1','4.1.3','4.1.3.4'
'2830 ','4','4.1','4.1.3','4.1.3.5'
'2831 ','4','4.1','4.1.3','4.1.3.5'
'28310','4','4.1','4.1.3','4.1.3.5'
'28311','4','4.1','4.1.3','4.1.3.5'
'28319','4','4.1','4.1.3','4.1.3.5'
'2832 ','4','4.1','4.1.3','4.1.3.5'
'2839 ','4','4.1','4.1.3','4.1.3.5'
'2820 ','4','4.1','4.1.3','4.1.3.6'
'2821 ','4','4.1','4.1.3','4.1.3.6'
'2822 ','4','4.1','4.1.3','4.1.3.6'
'2823 ','4','4.1','4.1.3','4.1.3.6'
'2824 ','4','4.1','4.1.3','4.1.3.6'
'28240','4','4.1','4.1.3','4.1.3.6'
'28243','4','4.1','4.1.3','4.1.3.6'
'28244','4','4.1','4.1.3','4.1.3.6'
'28245','4','4.1','4.1.3','4.1.3.6'
'28246','4','4.1','4.1.3','4.1.3.6'
'28247','4','4.1','4.1.3','4.1.3.6'
'28249','4','4.1','4.1.3','4.1.3.6'
'2827 ','4','4.1','4.1.3','4.1.3.6'
'2828 ','4','4.1','4.1.3','4.1.3.6'
'2829 ','4','4.1','4.1.3','4.1.3.6'
'2842 ','4','4.1','4.1.3','4.1.3.6'
'2850 ','4','4.1','4.1.3','4.1.3.6'
'28521','4','4.1','4.1.3','4.1.3.6'
'28522','4','4.1','4.1.3','4.1.3.6'
'28529','4','4.1','4.1.3','4.1.3.6'
'2858 ','4','4.1','4.1.3','4.1.3.6'
'2859 ','4','4.1','4.1.3','4.1.3.7'
'2860 ','4','4.2','4.2.1',' '
'2861 ','4','4.2','4.2.1',' '
'2862 ','4','4.2','4.2.1',' '
'2863 ','4','4.2','4.2.1',' '
'2864 ','4','4.2','4.2.1',' '
'2865 ','4','4.2','4.2.1',' '
'28652','4','4.2','4.2.1',' '
'28653','4','4.2','4.2.1',' '
'28659','4','4.2','4.2.1',' '
'2866 ','4','4.2','4.2.1',' '
'2867 ','4','4.2','4.2.1',' '
'2869 ','4','4.2','4.2.1',' '
'28981','4','4.2','4.2.1',' '
'28982','4','4.2','4.2.1',' '
'2873 ','4','4.2','4.2.2',' '
'28730','4','4.2','4.2.2',' '
'28731','4','4.2','4.2.2',' '
'28732','4','4.2','4.2.2',' '
'28733','4','4.2','4.2.2',' '
'28739','4','4.2','4.2.2',' '
'2874 ','4','4.2','4.2.2',' '
'28749','4','4.2','4.2.2',' '
'2875 ','4','4.2','4.2.2',' '
'28984','4','4.2','4.2.2',' '
'2870 ','4','4.2','4.2.3',' '
'2871 ','4','4.2','4.2.3',' '
'2872 ','4','4.2','4.2.3',' '
'2878 ','4','4.2','4.2.3',' '
'2879 ','4','4.2','4.2.3',' '
'7827 ','4','4.2','4.2.3',' '
'2880 ','4','4.3',' ',' '
'28800','4','4.3',' ',' '
'28801','4','4.3',' ',' '
'28802','4','4.3',' ',' '
'28803','4','4.3',' ',' '
'28804','4','4.3',' ',' '
'28809','4','4.3',' ',' '
'2881 ','4','4.3',' ',' '
'2882 ','4','4.3',' ',' '
'2883 ','4','4.3',' ',' '
'2884 ','4','4.3',' ',' '
'28850','4','4.3',' ',' '
'28851','4','4.3',' ',' '
'28859','4','4.3',' ',' '
'28860','4','4.3',' ',' '
'28861','4','4.3',' ',' '
'28862','4','4.3',' ',' '
'28863','4','4.3',' ',' '
'28864','4','4.3',' ',' '
'28865','4','4.3',' ',' '
'28866','4','4.3',' ',' '
'28869','4','4.3',' ',' '
'2888 ','4','4.3',' ',' '
'2889 ','4','4.3',' ',' '
'28953','4','4.3',' ',' '
'2890 ','4','4.4',' ',' '
'2894 ','4','4.4',' ',' '
'28950','4','4.4',' ',' '
'28951','4','4.4',' ',' '
'28952','4','4.4',' ',' '
'28959','4','4.4',' ',' '
'2896 ','4','4.4',' ',' '
'2897 ','4','4.4',' ',' '
'2898 ','4','4.4',' ',' '
'28983','4','4.4',' ',' '
'28989','4','4.4',' ',' '
'2899 ','4','4.4',' ',' '
'7900 ','4','4.4',' ',' '
'79001','4','4.4',' ',' '
'79009','4','4.4',' ',' '
'V123 ','4','4.4',' ',' '
'V582 ','4','4.4',' ',' '
'3090 ','5','5.1',' ',' '
'3091 ','5','5.1',' ',' '
'30922','5','5.1',' ',' '
'30923','5','5.1',' ',' '
'30924','5','5.1',' ',' '
'30928','5','5.1',' ',' '
'30929','5','5.1',' ',' '
'3093 ','5','5.1',' ',' '
'3094 ','5','5.1',' ',' '
'30982','5','5.1',' ',' '
'30983','5','5.1',' ',' '
'30989','5','5.1',' ',' '
'3099 ','5','5.1',' ',' '
'29384','5','5.2',' ',' '
'30000','5','5.2',' ',' '
'30001','5','5.2',' ',' '
'30002','5','5.2',' ',' '
'30009','5','5.2',' ',' '
'30010','5','5.2',' ',' '
'30020','5','5.2',' ',' '
'30021','5','5.2',' ',' '
'30022','5','5.2',' ',' '
'30023','5','5.2',' ',' '
'30029','5','5.2',' ',' '
'3003 ','5','5.2',' ',' '
'3005 ','5','5.2',' ',' '
'30089','5','5.2',' ',' '
'3009 ','5','5.2',' ',' '
'3080 ','5','5.2',' ',' '
'3081 ','5','5.2',' ',' '
'3082 ','5','5.2',' ',' '
'3083 ','5','5.2',' ',' '
'3084 ','5','5.2',' ',' '
'3089 ','5','5.2',' ',' '
'30981','5','5.2',' ',' '
'3130 ','5','5.2',' ',' '
'3131 ','5','5.2',' ',' '
'31321','5','5.2',' ',' '
'31322','5','5.2',' ',' '
'3133 ','5','5.2',' ',' '
'31382','5','5.2',' ',' '
'31383','5','5.2',' ',' '
'31200','5','5.3','5.3.1',' '
'31201','5','5.3','5.3.1',' '
'31202','5','5.3','5.3.1',' '
'31203','5','5.3','5.3.1',' '
'31210','5','5.3','5.3.1',' '
'31211','5','5.3','5.3.1',' '
'31212','5','5.3','5.3.1',' '
'31213','5','5.3','5.3.1',' '
'31220','5','5.3','5.3.1',' '
'31221','5','5.3','5.3.1',' '
'31222','5','5.3','5.3.1',' '
'31223','5','5.3','5.3.1',' '
'3124 ','5','5.3','5.3.1',' '
'3128 ','5','5.3','5.3.1',' '
'31281','5','5.3','5.3.1',' '
'31282','5','5.3','5.3.1',' '
'31289','5','5.3','5.3.1',' '
'3129 ','5','5.3','5.3.1',' '
'31381','5','5.3','5.3.2',' '
'31400','5','5.3','5.3.3',' '
'31401','5','5.3','5.3.3',' '
'3141 ','5','5.3','5.3.3',' '
'3142 ','5','5.3','5.3.3',' '
'3148 ','5','5.3','5.3.3',' '
'3149 ','5','5.3','5.3.3',' '
'2900 ','5','5.4',' ',' '
'29010','5','5.4',' ',' '
'29011','5','5.4',' ',' '
'29012','5','5.4',' ',' '
'29013','5','5.4',' ',' '
'29020','5','5.4',' ',' '
'29021','5','5.4',' ',' '
'2903 ','5','5.4',' ',' '
'29040','5','5.4',' ',' '
'29041','5','5.4',' ',' '
'29042','5','5.4',' ',' '
'29043','5','5.4',' ',' '
'2908 ','5','5.4',' ',' '
'2909 ','5','5.4',' ',' '
'2930 ','5','5.4',' ',' '
'2931 ','5','5.4',' ',' '
'2940 ','5','5.4',' ',' '
'2941 ','5','5.4',' ',' '
'29410','5','5.4',' ',' '
'29411','5','5.4',' ',' '
'29420','5','5.4',' ',' '
'29421','5','5.4',' ',' '
'2948 ','5','5.4',' ',' '
'2949 ','5','5.4',' ',' '
'3100 ','5','5.4',' ',' '
'3102 ','5','5.4',' ',' '
'3108 ','5','5.4',' ',' '
'31081','5','5.4',' ',' '
'31089','5','5.4',' ',' '
'3109 ','5','5.4',' ',' '
'3310 ','5','5.4',' ',' '
'3311 ','5','5.4',' ',' '
'33111','5','5.4',' ',' '
'33119','5','5.4',' ',' '
'3312 ','5','5.4',' ',' '
'33182','5','5.4',' ',' '
'797  ','5','5.4',' ',' '
'3070 ','5','5.5','5.5.1',' '
'3079 ','5','5.5','5.5.1',' '
'31531','5','5.5','5.5.1',' '
'31534','5','5.5','5.5.1',' '
'31535','5','5.5','5.5.1',' '
'31539','5','5.5','5.5.1',' '
'V401 ','5','5.5','5.5.1',' '
'31501','5','5.5','5.5.2',' '
'31502','5','5.5','5.5.2',' '
'31509','5','5.5','5.5.2',' '
'31532','5','5.5','5.5.2',' '
'3155 ','5','5.5','5.5.2',' '
'3158 ','5','5.5','5.5.2',' '
'317  ','5','5.5','5.5.3',' '
'3180 ','5','5.5','5.5.3',' '
'3181 ','5','5.5','5.5.3',' '
'3182 ','5','5.5','5.5.3',' '
'319  ','5','5.5','5.5.3',' '
'31500','5','5.5','5.5.4',' '
'3151 ','5','5.5','5.5.4',' '
'3152 ','5','5.5','5.5.4',' '
'3159 ','5','5.5','5.5.4',' '
'V400 ','5','5.5','5.5.4',' '
'3154 ','5','5.5','5.5.5',' '
'3076 ','5','5.6','5.6.1',' '
'3077 ','5','5.6','5.6.1',' '
'3073 ','5','5.6','5.6.2',' '
'30921','5','5.6','5.6.2',' '
'31323','5','5.6','5.6.2',' '
'31389','5','5.6','5.6.2',' '
'3139 ','5','5.6','5.6.2',' '
'29900','5','5.6','5.6.3',' '
'29901','5','5.6','5.6.3',' '
'29910','5','5.6','5.6.3',' '
'29911','5','5.6','5.6.3',' '
'29980','5','5.6','5.6.3',' '
'29981','5','5.6','5.6.3',' '
'29990','5','5.6','5.6.3',' '
'29991','5','5.6','5.6.3',' '
'30720','5','5.6','5.6.4',' '
'30721','5','5.6','5.6.4',' '
'30722','5','5.6','5.6.4',' '
'30723','5','5.6','5.6.4',' '
'31230','5','5.7',' ',' '
'31231','5','5.7',' ',' '
'31232','5','5.7',' ',' '
'31233','5','5.7',' ',' '
'31234','5','5.7',' ',' '
'31235','5','5.7',' ',' '
'31239','5','5.7',' ',' '
'29600','5','5.8','5.8.1',' '
'29601','5','5.8','5.8.1',' '
'29602','5','5.8','5.8.1',' '
'29603','5','5.8','5.8.1',' '
'29604','5','5.8','5.8.1',' '
'29605','5','5.8','5.8.1',' '
'29606','5','5.8','5.8.1',' '
'29610','5','5.8','5.8.1',' '
'29611','5','5.8','5.8.1',' '
'29612','5','5.8','5.8.1',' '
'29613','5','5.8','5.8.1',' '
'29614','5','5.8','5.8.1',' '
'29615','5','5.8','5.8.1',' '
'29616','5','5.8','5.8.1',' '
'29640','5','5.8','5.8.1',' '
'29641','5','5.8','5.8.1',' '
'29642','5','5.8','5.8.1',' '
'29643','5','5.8','5.8.1',' '
'29644','5','5.8','5.8.1',' '
'29645','5','5.8','5.8.1',' '
'29646','5','5.8','5.8.1',' '
'29650','5','5.8','5.8.1',' '
'29651','5','5.8','5.8.1',' '
'29652','5','5.8','5.8.1',' '
'29653','5','5.8','5.8.1',' '
'29654','5','5.8','5.8.1',' '
'29655','5','5.8','5.8.1',' '
'29656','5','5.8','5.8.1',' '
'29660','5','5.8','5.8.1',' '
'29661','5','5.8','5.8.1',' '
'29662','5','5.8','5.8.1',' '
'29663','5','5.8','5.8.1',' '
'29664','5','5.8','5.8.1',' '
'29665','5','5.8','5.8.1',' '
'29666','5','5.8','5.8.1',' '
'2967 ','5','5.8','5.8.1',' '
'29680','5','5.8','5.8.1',' '
'29681','5','5.8','5.8.1',' '
'29682','5','5.8','5.8.1',' '
'29689','5','5.8','5.8.1',' '
'29690','5','5.8','5.8.1',' '
'29699','5','5.8','5.8.1',' '
'29383','5','5.8','5.8.2',' '
'29620','5','5.8','5.8.2',' '
'29621','5','5.8','5.8.2',' '
'29622','5','5.8','5.8.2',' '
'29623','5','5.8','5.8.2',' '
'29624','5','5.8','5.8.2',' '
'29625','5','5.8','5.8.2',' '
'29626','5','5.8','5.8.2',' '
'29630','5','5.8','5.8.2',' '
'29631','5','5.8','5.8.2',' '
'29632','5','5.8','5.8.2',' '
'29633','5','5.8','5.8.2',' '
'29634','5','5.8','5.8.2',' '
'29635','5','5.8','5.8.2',' '
'29636','5','5.8','5.8.2',' '
'3004 ','5','5.8','5.8.2',' '
'311  ','5','5.8','5.8.2',' '
'3010 ','5','5.9',' ',' '
'30110','5','5.9',' ',' '
'30111','5','5.9',' ',' '
'30112','5','5.9',' ',' '
'30113','5','5.9',' ',' '
'30120','5','5.9',' ',' '
'30121','5','5.9',' ',' '
'30122','5','5.9',' ',' '
'3013 ','5','5.9',' ',' '
'3014 ','5','5.9',' ',' '
'30150','5','5.9',' ',' '
'30151','5','5.9',' ',' '
'30159','5','5.9',' ',' '
'3016 ','5','5.9',' ',' '
'3017 ','5','5.9',' ',' '
'30181','5','5.9',' ',' '
'30182','5','5.9',' ',' '
'30183','5','5.9',' ',' '
'30184','5','5.9',' ',' '
'30189','5','5.9',' ',' '
'3019 ','5','5.9',' ',' '
'29381','5','5.10',' ',' '
'29382','5','5.10',' ',' '
'29500','5','5.10',' ',' '
'29501','5','5.10',' ',' '
'29502','5','5.10',' ',' '
'29503','5','5.10',' ',' '
'29504','5','5.10',' ',' '
'29505','5','5.10',' ',' '
'29510','5','5.10',' ',' '
'29511','5','5.10',' ',' '
'29512','5','5.10',' ',' '
'29513','5','5.10',' ',' '
'29514','5','5.10',' ',' '
'29515','5','5.10',' ',' '
'29520','5','5.10',' ',' '
'29521','5','5.10',' ',' '
'29522','5','5.10',' ',' '
'29523','5','5.10',' ',' '
'29524','5','5.10',' ',' '
'29525','5','5.10',' ',' '
'29530','5','5.10',' ',' '
'29531','5','5.10',' ',' '
'29532','5','5.10',' ',' '
'29533','5','5.10',' ',' '
'29534','5','5.10',' ',' '
'29535','5','5.10',' ',' '
'29540','5','5.10',' ',' '
'29541','5','5.10',' ',' '
'29542','5','5.10',' ',' '
'29543','5','5.10',' ',' '
'29544','5','5.10',' ',' '
'29545','5','5.10',' ',' '
'29550','5','5.10',' ',' '
'29551','5','5.10',' ',' '
'29552','5','5.10',' ',' '
'29553','5','5.10',' ',' '
'29554','5','5.10',' ',' '
'29555','5','5.10',' ',' '
'29560','5','5.10',' ',' '
'29561','5','5.10',' ',' '
'29562','5','5.10',' ',' '
'29563','5','5.10',' ',' '
'29564','5','5.10',' ',' '
'29565','5','5.10',' ',' '
'29570','5','5.10',' ',' '
'29571','5','5.10',' ',' '
'29572','5','5.10',' ',' '
'29573','5','5.10',' ',' '
'29574','5','5.10',' ',' '
'29575','5','5.10',' ',' '
'29580','5','5.10',' ',' '
'29581','5','5.10',' ',' '
'29582','5','5.10',' ',' '
'29583','5','5.10',' ',' '
'29584','5','5.10',' ',' '
'29585','5','5.10',' ',' '
'29590','5','5.10',' ',' '
'29591','5','5.10',' ',' '
'29592','5','5.10',' ',' '
'29593','5','5.10',' ',' '
'29594','5','5.10',' ',' '
'29595','5','5.10',' ',' '
'2970 ','5','5.10',' ',' '
'2971 ','5','5.10',' ',' '
'2972 ','5','5.10',' ',' '
'2973 ','5','5.10',' ',' '
'2978 ','5','5.10',' ',' '
'2979 ','5','5.10',' ',' '
'2980 ','5','5.10',' ',' '
'2981 ','5','5.10',' ',' '
'2982 ','5','5.10',' ',' '
'2983 ','5','5.10',' ',' '
'2984 ','5','5.10',' ',' '
'2988 ','5','5.10',' ',' '
'2989 ','5','5.10',' ',' '
'2910 ','5','5.11',' ',' '
'2911 ','5','5.11',' ',' '
'2912 ','5','5.11',' ',' '
'2913 ','5','5.11',' ',' '
'2914 ','5','5.11',' ',' '
'2915 ','5','5.11',' ',' '
'2918 ','5','5.11',' ',' '
'29181','5','5.11',' ',' '
'29182','5','5.11',' ',' '
'29189','5','5.11',' ',' '
'2919 ','5','5.11',' ',' '
'30300','5','5.11',' ',' '
'30301','5','5.11',' ',' '
'30302','5','5.11',' ',' '
'30303','5','5.11',' ',' '
'30390','5','5.11',' ',' '
'30391','5','5.11',' ',' '
'30392','5','5.11',' ',' '
'30393','5','5.11',' ',' '
'30500','5','5.11',' ',' '
'30501','5','5.11',' ',' '
'30502','5','5.11',' ',' '
'30503','5','5.11',' ',' '
'3575 ','5','5.11',' ',' '
'4255 ','5','5.11',' ',' '
'5353 ','5','5.11',' ',' '
'53530','5','5.11',' ',' '
'53531','5','5.11',' ',' '
'5710 ','5','5.11',' ',' '
'5711 ','5','5.11',' ',' '
'5712 ','5','5.11',' ',' '
'5713 ','5','5.11',' ',' '
'76071','5','5.11',' ',' '
'9800 ','5','5.11',' ',' '
'2920 ','5','5.12',' ',' '
'29211','5','5.12',' ',' '
'29212','5','5.12',' ',' '
'2922 ','5','5.12',' ',' '
'29281','5','5.12',' ',' '
'29282','5','5.12',' ',' '
'29283','5','5.12',' ',' '
'29284','5','5.12',' ',' '
'29285','5','5.12',' ',' '
'29289','5','5.12',' ',' '
'2929 ','5','5.12',' ',' '
'30400','5','5.12',' ',' '
'30401','5','5.12',' ',' '
'30402','5','5.12',' ',' '
'30403','5','5.12',' ',' '
'30410','5','5.12',' ',' '
'30411','5','5.12',' ',' '
'30412','5','5.12',' ',' '
'30413','5','5.12',' ',' '
'30420','5','5.12',' ',' '
'30421','5','5.12',' ',' '
'30422','5','5.12',' ',' '
'30423','5','5.12',' ',' '
'30430','5','5.12',' ',' '
'30431','5','5.12',' ',' '
'30432','5','5.12',' ',' '
'30433','5','5.12',' ',' '
'30440','5','5.12',' ',' '
'30441','5','5.12',' ',' '
'30442','5','5.12',' ',' '
'30443','5','5.12',' ',' '
'30450','5','5.12',' ',' '
'30451','5','5.12',' ',' '
'30452','5','5.12',' ',' '
'30453','5','5.12',' ',' '
'30460','5','5.12',' ',' '
'30461','5','5.12',' ',' '
'30462','5','5.12',' ',' '
'30463','5','5.12',' ',' '
'30470','5','5.12',' ',' '
'30471','5','5.12',' ',' '
'30472','5','5.12',' ',' '
'30473','5','5.12',' ',' '
'30480','5','5.12',' ',' '
'30481','5','5.12',' ',' '
'30482','5','5.12',' ',' '
'30483','5','5.12',' ',' '
'30490','5','5.12',' ',' '
'30491','5','5.12',' ',' '
'30492','5','5.12',' ',' '
'30493','5','5.12',' ',' '
'30520','5','5.12',' ',' '
'30521','5','5.12',' ',' '
'30522','5','5.12',' ',' '
'30523','5','5.12',' ',' '
'30530','5','5.12',' ',' '
'30531','5','5.12',' ',' '
'30532','5','5.12',' ',' '
'30533','5','5.12',' ',' '
'30540','5','5.12',' ',' '
'30541','5','5.12',' ',' '
'30542','5','5.12',' ',' '
'30543','5','5.12',' ',' '
'30550','5','5.12',' ',' '
'30551','5','5.12',' ',' '
'30552','5','5.12',' ',' '
'30553','5','5.12',' ',' '
'30560','5','5.12',' ',' '
'30561','5','5.12',' ',' '
'30562','5','5.12',' ',' '
'30563','5','5.12',' ',' '
'30570','5','5.12',' ',' '
'30571','5','5.12',' ',' '
'30572','5','5.12',' ',' '
'30573','5','5.12',' ',' '
'30580','5','5.12',' ',' '
'30581','5','5.12',' ',' '
'30582','5','5.12',' ',' '
'30583','5','5.12',' ',' '
'30590','5','5.12',' ',' '
'30591','5','5.12',' ',' '
'30592','5','5.12',' ',' '
'30593','5','5.12',' ',' '
'64830','5','5.12',' ',' '
'64831','5','5.12',' ',' '
'64832','5','5.12',' ',' '
'64833','5','5.12',' ',' '
'64834','5','5.12',' ',' '
'65550','5','5.12',' ',' '
'65551','5','5.12',' ',' '
'65553','5','5.12',' ',' '
'76072','5','5.12',' ',' '
'76073','5','5.12',' ',' '
'76075','5','5.12',' ',' '
'7795 ','5','5.12',' ',' '
'96500','5','5.12',' ',' '
'96501','5','5.12',' ',' '
'96502','5','5.12',' ',' '
'96509','5','5.12',' ',' '
'V6542','5','5.12',' ',' '
'E9500','5','5.13',' ',' '
'E9501','5','5.13',' ',' '
'E9502','5','5.13',' ',' '
'E9503','5','5.13',' ',' '
'E9504','5','5.13',' ',' '
'E9505','5','5.13',' ',' '
'E9506','5','5.13',' ',' '
'E9507','5','5.13',' ',' '
'E9508','5','5.13',' ',' '
'E9509','5','5.13',' ',' '
'E9510','5','5.13',' ',' '
'E9511','5','5.13',' ',' '
'E9518','5','5.13',' ',' '
'E9520','5','5.13',' ',' '
