code,multi_1,multi_2,multi_3,multi_4
'65671','11','11.6','11.6.8',' '
'65673','11','11.6','11.6.8',' '
'65680','11','11.6','11.6.8',' '
'65681','11','11.6','11.6.8',' '
'65683','11','11.6','11.6.8',' '
'65690','11','11.6','11.6.8',' '
'65691','11','11.6','11.6.8',' '
'65693','11','11.6','11.6.8',' '
'65920','11','11.6','11.6.8',' '
'65921','11','11.6','11.6.8',' '
'65923','11','11.6','11.6.8',' '
'65930','11','11.6','11.6.8',' '
'65931','11','11.6','11.6.8',' '
'65933','11','11.6','11.6.8',' '
'65940','11','11.6','11.6.8',' '
'65941','11','11.6','11.6.8',' '
'65943','11','11.6','11.6.8',' '
'65950','11','11.6','11.6.8',' '
'65951','11','11.6','11.6.8',' '
'65953','11','11.6','11.6.8',' '
'65960','11','11.6','11.6.8',' '
'65961','11','11.6','11.6.8',' '
'65963','11','11.6','11.6.8',' '
'65970','11','11.6','11.6.8',' '
'65971','11','11.6','11.6.8',' '
'65973','11','11.6','11.6.8',' '
'65980','11','11.6','11.6.8',' '
'65981','11','11.6','11.6.8',' '
'65983','11','11.6','11.6.8',' '
'65990','11','11.6','11.6.8',' '
'65991','11','11.6','11.6.8',' '
'65993','11','11.6','11.6.8',' '
'66700','11','11.6','11.6.8',' '
'66702','11','11.6','11.6.8',' '
'66704','11','11.6','11.6.8',' '
'66710','11','11.6','11.6.8',' '
'66712','11','11.6','11.6.8',' '
'66714','11','11.6','11.6.8',' '
'66800','11','11.6','11.6.8',' '
'66801','11','11.6','11.6.8',' '
'66802','11','11.6','11.6.8',' '
'66803','11','11.6','11.6.8',' '
'66804','11','11.6','11.6.8',' '
'66810','11','11.6','11.6.8',' '
'66811','11','11.6','11.6.8',' '
'66812','11','11.6','11.6.8',' '
'66813','11','11.6','11.6.8',' '
'66814','11','11.6','11.6.8',' '
'66820','11','11.6','11.6.8',' '
'66821','11','11.6','11.6.8',' '
'66822','11','11.6','11.6.8',' '
'66823','11','11.6','11.6.8',' '
'66824','11','11.6','11.6.8',' '
'66880','11','11.6','11.6.8',' '
'66881','11','11.6','11.6.8',' '
'66882','11','11.6','11.6.8',' '
'66883','11','11.6','11.6.8',' '
'66884','11','11.6','11.6.8',' '
'66890','11','11.6','11.6.8',' '
'66891','11','11.6','11.6.8',' '
'66892','11','11.6','11.6.8',' '
'66893','11','11.6','11.6.8',' '
'66894','11','11.6','11.6.8',' '
'66900','11','11.6','11.6.8',' '
'66901','11','11.6','11.6.8',' '
'66902','11','11.6','11.6.8',' '
'66903','11','11.6','11.6.8',' '
'66904','11','11.6','11.6.8',' '
'66910','11','11.6','11.6.8',' '
'66911','11','11.6','11.6.8',' '
'66912','11','11.6','11.6.8',' '
'66913','11','11.6','11.6.8',' '
'66914','11','11.6','11.6.8',' '
'66920','11','11.6','11.6.8',' '
'66921','11','11.6','11.6.8',' '
'66922','11','11.6','11.6.8',' '
'66923','11','11.6','11.6.8',' '
'66924','11','11.6','11.6.8',' '
'66930','11','11.6','11.6.8',' '
'66932','11','11.6','11.6.8',' '
'66934','11','11.6','11.6.8',' '
'66940','11','11.6','11.6.8',' '
'66941','11','11.6','11.6.8',' '
'66942','11','11.6','11.6.8',' '
'66943','11','11.6','11.6.8',' '
'66944','11','11.6','11.6.8',' '
'66960','11','11.6','11.6.8',' '
'66961','11','11.6','11.6.8',' '
'66970','11','11.6','11.6.8',' '
'66971','11','11.6','11.6.8',' '
'66980','11','11.6','11.6.8',' '
'66981','11','11.6','11.6.8',' '
'66982','11','11.6','11.6.8',' '
'66983','11','11.6','11.6.8',' '
'66984','11','11.6','11.6.8',' '
'66990','11','11.6','11.6.8',' '
'66991','11','11.6','11.6.8',' '
'66992','11','11.6','11.6.8',' '
'66993','11','11.6','11.6.8',' '
'66994','11','11.6','11.6.8',' '
'67450','11','11.6','11.6.8',' '
'67453','11','11.6','11.6.8',' '
'677  ','11','11.6','11.6.8',' '
'67800','11','11.6','11.6.8',' '
'67801','11','11.6','11.6.8',' '
'67803','11','11.6','11.6.8',' '
'67900','11','11.6','11.6.8',' '
'67901','11','11.6','11.6.8',' '
'67902','11','11.6','11.6.8',' '
'67903','11','11.6','11.6.8',' '
'67904','11','11.6','11.6.8',' '
'67910','11','11.6','11.6.8',' '
'67911','11','11.6','11.6.8',' '
'67912','11','11.6','11.6.8',' '
'67913','11','11.6','11.6.8',' '
'67914','11','11.6','11.6.8',' '
'V230 ','11','11.6','11.6.8',' '
'V231 ','11','11.6','11.6.8',' '
'V232 ','11','11.6','11.6.8',' '
'V233 ','11','11.6','11.6.8',' '
'V234 ','11','11.6','11.6.8',' '
'V235 ','11','11.6','11.6.8',' '
'V237 ','11','11.6','11.6.8',' '
'V238 ','11','11.6','11.6.8',' '
'V2381','11','11.6','11.6.8',' '
'V2382','11','11.6','11.6.8',' '
'V2383','11','11.6','11.6.8',' '
'V2384','11','11.6','11.6.8',' '
'V2385','11','11.6','11.6.8',' '
'V2386','11','11.6','11.6.8',' '
'V2389','11','11.6','11.6.8',' '
'V239 ','11','11.6','11.6.8',' '
'650  ','11','11.7','11.7.1',' '
'65100','11','11.7','11.7.2',' '
'65101','11','11.7','11.7.2',' '
'65110','11','11.7','11.7.2',' '
'65111','11','11.7','11.7.2',' '
'65120','11','11.7','11.7.2',' '
'65121','11','11.7','11.7.2',' '
'65170','11','11.7','11.7.2',' '
'65171','11','11.7','11.7.2',' '
'65173','11','11.7','11.7.2',' '
'65180','11','11.7','11.7.2',' '
'65181','11','11.7','11.7.2',' '
'65190','11','11.7','11.7.2',' '
'65191','11','11.7','11.7.2',' '
'V9100','11','11.7','11.7.2',' '
'V9101','11','11.7','11.7.2',' '
'V9102','11','11.7','11.7.2',' '
'V9103','11','11.7','11.7.2',' '
'V9109','11','11.7','11.7.2',' '
'V9110','11','11.7','11.7.2',' '
'V9111','11','11.7','11.7.2',' '
'V9112','11','11.7','11.7.2',' '
'V9119','11','11.7','11.7.2',' '
'V9120','11','11.7','11.7.2',' '
'V9121','11','11.7','11.7.2',' '
'V9122','11','11.7','11.7.2',' '
'V9129','11','11.7','11.7.2',' '
'V9190','11','11.7','11.7.2',' '
'V9191','11','11.7','11.7.2',' '
'V9192','11','11.7','11.7.2',' '
'V9199','11','11.7','11.7.2',' '
'V220 ','11','11.7','11.7.3',' '
'V221 ','11','11.7','11.7.3',' '
'V222 ','11','11.7','11.7.3',' '
'V240 ','11','11.7','11.7.3',' '
'V241 ','11','11.7','11.7.3',' '
'V242 ','11','11.7','11.7.3',' '
'V270 ','11','11.7','11.7.3',' '
'V724 ','11','11.7','11.7.3',' '
'V7242','11','11.7','11.7.3',' '
'68100','12','12.1','12.1.1','12.1.1.1'
'68101','12','12.1','12.1.1','12.1.1.1'
'68102','12','12.1','12.1.1','12.1.1.1'
'68110','12','12.1','12.1.1','12.1.1.1'
'68111','12','12.1','12.1.1','12.1.1.1'
'6819 ','12','12.1','12.1.1','12.1.1.1'
'6820 ','12','12.1','12.1.1','12.1.1.2'
'6823 ','12','12.1','12.1.1','12.1.1.3'
'6824 ','12','12.1','12.1.1','12.1.1.4'
'6826 ','12','12.1','12.1.1','12.1.1.5'
'6827 ','12','12.1','12.1.1','12.1.1.6'
'6821 ','12','12.1','12.1.1','12.1.1.7'
'6822 ','12','12.1','12.1.1','12.1.1.7'
'6825 ','12','12.1','12.1.1','12.1.1.7'
'6828 ','12','12.1','12.1.1','12.1.1.7'
'6829 ','12','12.1','12.1.1','12.1.1.7'
'68600','12','12.1','12.1.1','12.1.1.7'
'68601','12','12.1','12.1.1','12.1.1.7'
'68609','12','12.1','12.1.1','12.1.1.7'
'0201 ','12','12.1','12.1.2',' '
'0210 ','12','12.1','12.1.2',' '
'0220 ','12','12.1','12.1.2',' '
'0311 ','12','12.1','12.1.2',' '
'03285','12','12.1','12.1.2',' '
'035  ','12','12.1','12.1.2',' '
'0390 ','12','12.1','12.1.2',' '
'6800 ','12','12.1','12.1.2',' '
'6801 ','12','12.1','12.1.2',' '
'6802 ','12','12.1','12.1.2',' '
'6803 ','12','12.1','12.1.2',' '
'6804 ','12','12.1','12.1.2',' '
'6805 ','12','12.1','12.1.2',' '
'6806 ','12','12.1','12.1.2',' '
'6807 ','12','12.1','12.1.2',' '
'6808 ','12','12.1','12.1.2',' '
'6809 ','12','12.1','12.1.2',' '
'684  ','12','12.1','12.1.2',' '
'6850 ','12','12.1','12.1.2',' '
'6851 ','12','12.1','12.1.2',' '
'6860 ','12','12.1','12.1.2',' '
'6861 ','12','12.1','12.1.2',' '
'6868 ','12','12.1','12.1.2',' '
'6869 ','12','12.1','12.1.2',' '
'690  ','12','12.2',' ',' '
'69010','12','12.2',' ',' '
'69011','12','12.2',' ',' '
'69012','12','12.2',' ',' '
'69018','12','12.2',' ',' '
'6908 ','12','12.2',' ',' '
'69276','12','12.2',' ',' '
'69277','12','12.2',' ',' '
'6940 ','12','12.2',' ',' '
'6941 ','12','12.2',' ',' '
'6942 ','12','12.2',' ',' '
'6943 ','12','12.2',' ',' '
'6944 ','12','12.2',' ',' '
'6945 ','12','12.2',' ',' '
'69460','12','12.2',' ',' '
'69461','12','12.2',' ',' '
'6948 ','12','12.2',' ',' '
'6949 ','12','12.2',' ',' '
'6950 ','12','12.2',' ',' '
'6951 ','12','12.2',' ',' '
'69510','12','12.2',' ',' '
'69511','12','12.2',' ',' '
'69512','12','12.2',' ',' '
'69513','12','12.2',' ',' '
'69514','12','12.2',' ',' '
'69515','12','12.2',' ',' '
'69519','12','12.2',' ',' '
'6952 ','12','12.2',' ',' '
'6953 ','12','12.2',' ',' '
'6954 ','12','12.2',' ',' '
'69550','12','12.2',' ',' '
'69551','12','12.2',' ',' '
'69552','12','12.2',' ',' '
'69553','12','12.2',' ',' '
'69554','12','12.2',' ',' '
'69555','12','12.2',' ',' '
'69556','12','12.2',' ',' '
'69557','12','12.2',' ',' '
'69558','12','12.2',' ',' '
'69559','12','12.2',' ',' '
'69581','12','12.2',' ',' '
'69589','12','12.2',' ',' '
'6959 ','12','12.2',' ',' '
'6960 ','12','12.2',' ',' '
'6961 ','12','12.2',' ',' '
'6962 ','12','12.2',' ',' '
'6963 ','12','12.2',' ',' '
'6964 ','12','12.2',' ',' '
'6965 ','12','12.2',' ',' '
'6968 ','12','12.2',' ',' '
'6970 ','12','12.2',' ',' '
'6971 ','12','12.2',' ',' '
'6978 ','12','12.2',' ',' '
'6979 ','12','12.2',' ',' '
'6980 ','12','12.2',' ',' '
'6981 ','12','12.2',' ',' '
'6982 ','12','12.2',' ',' '
'6983 ','12','12.2',' ',' '
'6984 ','12','12.2',' ',' '
'6988 ','12','12.2',' ',' '
'6989 ','12','12.2',' ',' '
'7070 ','12','12.3','12.3.1',' '
'70700','12','12.3','12.3.1',' '
'70701','12','12.3','12.3.1',' '
'70702','12','12.3','12.3.1',' '
'70703','12','12.3','12.3.1',' '
'70704','12','12.3','12.3.1',' '
'70705','12','12.3','12.3.1',' '
'70706','12','12.3','12.3.1',' '
'70707','12','12.3','12.3.1',' '
'70709','12','12.3','12.3.1',' '
'70720','12','12.3','12.3.1',' '
'70721','12','12.3','12.3.1',' '
'70722','12','12.3','12.3.1',' '
'70723','12','12.3','12.3.1',' '
'70724','12','12.3','12.3.1',' '
'70725','12','12.3','12.3.1',' '
'7071 ','12','12.3','12.3.2',' '
'70710','12','12.3','12.3.2',' '
'70711','12','12.3','12.3.2',' '
'70712','12','12.3','12.3.2',' '
'70713','12','12.3','12.3.2',' '
'70714','12','12.3','12.3.2',' '
'70715','12','12.3','12.3.2',' '
'70719','12','12.3','12.3.2',' '
'7078 ','12','12.3','12.3.3',' '
'7079 ','12','12.3','12.3.3',' '
'69275','12','12.4',' ',' '
'700  ','12','12.4',' ',' '
'7010 ','12','12.4',' ',' '
'7011 ','12','12.4',' ',' '
'7012 ','12','12.4',' ',' '
'7013 ','12','12.4',' ',' '
'7014 ','12','12.4',' ',' '
'7015 ','12','12.4',' ',' '
'7018 ','12','12.4',' ',' '
'7019 ','12','12.4',' ',' '
'702  ','12','12.4',' ',' '
'7020 ','12','12.4',' ',' '
'7021 ','12','12.4',' ',' '
'70211','12','12.4',' ',' '
'70219','12','12.4',' ',' '
'7028 ','12','12.4',' ',' '
'7030 ','12','12.4',' ',' '
'7038 ','12','12.4',' ',' '
'7039 ','12','12.4',' ',' '
'70400','12','12.4',' ',' '
'70401','12','12.4',' ',' '
'70402','12','12.4',' ',' '
'70409','12','12.4',' ',' '
'7041 ','12','12.4',' ',' '
'7042 ','12','12.4',' ',' '
'7043 ','12','12.4',' ',' '
'70441','12','12.4',' ',' '
'70442','12','12.4',' ',' '
'7048 ','12','12.4',' ',' '
'7049 ','12','12.4',' ',' '
'7050 ','12','12.4',' ',' '
'7051 ','12','12.4',' ',' '
'70521','12','12.4',' ',' '
'70522','12','12.4',' ',' '
'70581','12','12.4',' ',' '
'70582','12','12.4',' ',' '
'70583','12','12.4',' ',' '
'70589','12','12.4',' ',' '
'7059 ','12','12.4',' ',' '
'7060 ','12','12.4',' ',' '
'7061 ','12','12.4',' ',' '
'7062 ','12','12.4',' ',' '
'7063 ','12','12.4',' ',' '
'7068 ','12','12.4',' ',' '
'7069 ','12','12.4',' ',' '
'7090 ','12','12.4',' ',' '
'70900','12','12.4',' ',' '
'70901','12','12.4',' ',' '
'70909','12','12.4',' ',' '
'7091 ','12','12.4',' ',' '
'7092 ','12','12.4',' ',' '
'7093 ','12','12.4',' ',' '
'7094 ','12','12.4',' ',' '
'7098 ','12','12.4',' ',' '
'7099 ','12','12.4',' ',' '
'7808 ','12','12.4',' ',' '
'7821 ','12','12.4',' ',' '
'7822 ','12','12.4',' ',' '
'V133 ','12','12.4',' ',' '
'V423 ','12','12.4',' ',' '
'00323','13','13.1',' ',' '
'00324','13','13.1',' ',' '
'0261 ','13','13.1',' ',' '
'03682','13','13.1',' ',' '
'05671','13','13.1',' ',' '
'71100','13','13.1',' ',' '
'71101','13','13.1',' ',' '
'71102','13','13.1',' ',' '
'71103','13','13.1',' ',' '
'71104','13','13.1',' ',' '
'71105','13','13.1',' ',' '
'71106','13','13.1',' ',' '
'71107','13','13.1',' ',' '
'71108','13','13.1',' ',' '
'71109','13','13.1',' ',' '
'71110','13','13.1',' ',' '
'71111','13','13.1',' ',' '
'71112','13','13.1',' ',' '
'71113','13','13.1',' ',' '
'71114','13','13.1',' ',' '
'71115','13','13.1',' ',' '
'71116','13','13.1',' ',' '
'71117','13','13.1',' ',' '
'71118','13','13.1',' ',' '
'71119','13','13.1',' ',' '
'71120','13','13.1',' ',' '
'71121','13','13.1',' ',' '
'71122','13','13.1',' ',' '
'71123','13','13.1',' ',' '
'71124','13','13.1',' ',' '
'71125','13','13.1',' ',' '
'71126','13','13.1',' ',' '
'71127','13','13.1',' ',' '
'71128','13','13.1',' ',' '
'71129','13','13.1',' ',' '
'71130','13','13.1',' ',' '
'71131','13','13.1',' ',' '
'71132','13','13.1',' ',' '
'71133','13','13.1',' ',' '
'71134','13','13.1',' ',' '
'71135','13','13.1',' ',' '
'71136','13','13.1',' ',' '
'71137','13','13.1',' ',' '
'71138','13','13.1',' ',' '
'71139','13','13.1',' ',' '
'71140','13','13.1',' ',' '
'71141','13','13.1',' ',' '
'71142','13','13.1',' ',' '
'71143','13','13.1',' ',' '
'71144','13','13.1',' ',' '
'71145','13','13.1',' ',' '
'71146','13','13.1',' ',' '
'71147','13','13.1',' ',' '
'71148','13','13.1',' ',' '
'71149','13','13.1',' ',' '
'71150','13','13.1',' ',' '
'71151','13','13.1',' ',' '
'71152','13','13.1',' ',' '
'71153','13','13.1',' ',' '
'71154','13','13.1',' ',' '
'71155','13','13.1',' ',' '
'71156','13','13.1',' ',' '
'71157','13','13.1',' ',' '
'71158','13','13.1',' ',' '
'71159','13','13.1',' ',' '
'71160','13','13.1',' ',' '
'71161','13','13.1',' ',' '
'71162','13','13.1',' ',' '
'71163','13','13.1',' ',' '
'71164','13','13.1',' ',' '
'71165','13','13.1',' ',' '
'71166','13','13.1',' ',' '
'71167','13','13.1',' ',' '
'71168','13','13.1',' ',' '
'71169','13','13.1',' ',' '
'71170','13','13.1',' ',' '
'71171','13','13.1',' ',' '
'71172','13','13.1',' ',' '
'71173','13','13.1',' ',' '
'71174','13','13.1',' ',' '
'71175','13','13.1',' ',' '
'71176','13','13.1',' ',' '
'71177','13','13.1',' ',' '
'71178','13','13.1',' ',' '
'71179','13','13.1',' ',' '
'71180','13','13.1',' ',' '
'71181','13','13.1',' ',' '
'71182','13','13.1',' ',' '
'71183','13','13.1',' ',' '
'71184','13','13.1',' ',' '
'71185','13','13.1',' ',' '
'71186','13','13.1',' ',' '
'71187','13','13.1',' ',' '
'71188','13','13.1',' ',' '
'71189','13','13.1',' ',' '
'71190','13','13.1',' ',' '
'71191','13','13.1',' ',' '
'71192','13','13.1',' ',' '
'71193','13','13.1',' ',' '
'71194','13','13.1',' ',' '
'71195','13','13.1',' ',' '
'71196','13','13.1',' ',' '
'71197','13','13.1',' ',' '
'71198','13','13.1',' ',' '
'71199','13','13.1',' ',' '
'73000','13','13.1',' ',' '
'73001','13','13.1',' ',' '
'73002','13','13.1',' ',' '
'73003','13','13.1',' ',' '
'73004','13','13.1',' ',' '
'73005','13','13.1',' ',' '
'73006','13','13.1',' ',' '
'73007','13','13.1',' ',' '
'73008','13','13.1',' ',' '
'73009','13','13.1',' ',' '
'73010','13','13.1',' ',' '
'73011','13','13.1',' ',' '
'73012','13','13.1',' ',' '
'73013','13','13.1',' ',' '
'73014','13','13.1',' ',' '
'73015','13','13.1',' ',' '
'73016','13','13.1',' ',' '
'73017','13','13.1',' ',' '
'73018','13','13.1',' ',' '
'73019','13','13.1',' ',' '
'73020','13','13.1',' ',' '
'73021','13','13.1',' ',' '
'73022','13','13.1',' ',' '
'73023','13','13.1',' ',' '
'73024','13','13.1',' ',' '
'73025','13','13.1',' ',' '
'73026','13','13.1',' ',' '
'73027','13','13.1',' ',' '
'73028','13','13.1',' ',' '
'73029','13','13.1',' ',' '
'73030','13','13.1',' ',' '
'73031','13','13.1',' ',' '
'73032','13','13.1',' ',' '
'73033','13','13.1',' ',' '
'73034','13','13.1',' ',' '
'73035','13','13.1',' ',' '
'73036','13','13.1',' ',' '
'73037','13','13.1',' ',' '
'73038','13','13.1',' ',' '
'73039','13','13.1',' ',' '
'73070','13','13.1',' ',' '
'73071','13','13.1',' ',' '
'73072','13','13.1',' ',' '
'73073','13','13.1',' ',' '
'73074','13','13.1',' ',' '
'73075','13','13.1',' ',' '
'73076','13','13.1',' ',' '
'73077','13','13.1',' ',' '
'73078','13','13.1',' ',' '
'73079','13','13.1',' ',' '
'73080','13','13.1',' ',' '
'73081','13','13.1',' ',' '
'73082','13','13.1',' ',' '
'73083','13','13.1',' ',' '
'73084','13','13.1',' ',' '
'73085','13','13.1',' ',' '
'73086','13','13.1',' ',' '
'73087','13','13.1',' ',' '
'73088','13','13.1',' ',' '
'73089','13','13.1',' ',' '
'73090','13','13.1',' ',' '
'73091','13','13.1',' ',' '
'73092','13','13.1',' ',' '
'73093','13','13.1',' ',' '
'73094','13','13.1',' ',' '
'73095','13','13.1',' ',' '
'73096','13','13.1',' ',' '
'73097','13','13.1',' ',' '
'73098','13','13.1',' ',' '
'73099','13','13.1',' ',' '
'7140 ','13','13.2','13.2.1',' '
'7141 ','13','13.2','13.2.1',' '
'7142 ','13','13.2','13.2.1',' '
'71430','13','13.2','13.2.1',' '
'71431','13','13.2','13.2.1',' '
'71432','13','13.2','13.2.1',' '
'71433','13','13.2','13.2.1',' '
'7144 ','13','13.2','13.2.1',' '
'71481','13','13.2','13.2.1',' '
'71489','13','13.2','13.2.1',' '
'7149 ','13','13.2','13.2.1',' '
'7200 ','13','13.2','13.2.1',' '
'71510','13','13.2','13.2.2','13.2.2.1'
'71511','13','13.2','13.2.2','13.2.2.1'
'71512','13','13.2','13.2.2','13.2.2.1'
'71513','13','13.2','13.2.2','13.2.2.1'
'71514','13','13.2','13.2.2','13.2.2.1'
'71515','13','13.2','13.2.2','13.2.2.1'
'71516','13','13.2','13.2.2','13.2.2.1'
'71517','13','13.2','13.2.2','13.2.2.1'
'71518','13','13.2','13.2.2','13.2.2.1'
'71520','13','13.2','13.2.2','13.2.2.1'
'71521','13','13.2','13.2.2','13.2.2.1'
'71522','13','13.2','13.2.2','13.2.2.1'
'71523','13','13.2','13.2.2','13.2.2.1'
'71524','13','13.2','13.2.2','13.2.2.1'
'71525','13','13.2','13.2.2','13.2.2.1'
'71526','13','13.2','13.2.2','13.2.2.1'
'71527','13','13.2','13.2.2','13.2.2.1'
'71528','13','13.2','13.2.2','13.2.2.1'
'71530','13','13.2','13.2.2','13.2.2.1'
'71531','13','13.2','13.2.2','13.2.2.1'
'71532','13','13.2','13.2.2','13.2.2.1'
'71533','13','13.2','13.2.2','13.2.2.1'
'71534','13','13.2','13.2.2','13.2.2.1'
'71535','13','13.2','13.2.2','13.2.2.1'
'71536','13','13.2','13.2.2','13.2.2.1'
'71537','13','13.2','13.2.2','13.2.2.1'
'71538','13','13.2','13.2.2','13.2.2.1'
'71500','13','13.2','13.2.2','13.2.2.2'
'71504','13','13.2','13.2.2','13.2.2.2'
'71509','13','13.2','13.2.2','13.2.2.2'
'71580','13','13.2','13.2.2','13.2.2.2'
'71589','13','13.2','13.2.2','13.2.2.2'
'71590','13','13.2','13.2.2','13.2.2.2'
'71591','13','13.2','13.2.2','13.2.2.2'
'71592','13','13.2','13.2.2','13.2.2.2'
'71593','13','13.2','13.2.2','13.2.2.2'
'71594','13','13.2','13.2.2','13.2.2.2'
'71595','13','13.2','13.2.2','13.2.2.2'
'71596','13','13.2','13.2.2','13.2.2.2'
'71597','13','13.2','13.2.2','13.2.2.2'
'71598','13','13.2','13.2.2','13.2.2.2'
'V134 ','13','13.2','13.2.2','13.2.2.2'
'7130 ','13','13.2','13.2.3',' '
'7131 ','13','13.2','13.2.3',' '
'7132 ','13','13.2','13.2.3',' '
'7133 ','13','13.2','13.2.3',' '
'7134 ','13','13.2','13.2.3',' '
'7135 ','13','13.2','13.2.3',' '
'7136 ','13','13.2','13.2.3',' '
'7137 ','13','13.2','13.2.3',' '
'7138 ','13','13.2','13.2.3',' '
'71600','13','13.2','13.2.3',' '
'71601','13','13.2','13.2.3',' '
'71602','13','13.2','13.2.3',' '
'71603','13','13.2','13.2.3',' '
'71604','13','13.2','13.2.3',' '
'71605','13','13.2','13.2.3',' '
'71606','13','13.2','13.2.3',' '
'71607','13','13.2','13.2.3',' '
'71608','13','13.2','13.2.3',' '
'71609','13','13.2','13.2.3',' '
'71620','13','13.2','13.2.3',' '
'71621','13','13.2','13.2.3',' '
'71622','13','13.2','13.2.3',' '
'71623','13','13.2','13.2.3',' '
'71624','13','13.2','13.2.3',' '
'71625','13','13.2','13.2.3',' '
'71626','13','13.2','13.2.3',' '
'71627','13','13.2','13.2.3',' '
'71628','13','13.2','13.2.3',' '
'71629','13','13.2','13.2.3',' '
'71630','13','13.2','13.2.3',' '
'71631','13','13.2','13.2.3',' '
'71632','13','13.2','13.2.3',' '
'71633','13','13.2','13.2.3',' '
'71634','13','13.2','13.2.3',' '
'71635','13','13.2','13.2.3',' '
'71636','13','13.2','13.2.3',' '
'71637','13','13.2','13.2.3',' '
'71638','13','13.2','13.2.3',' '
'71639','13','13.2','13.2.3',' '
'71640','13','13.2','13.2.3',' '
'71641','13','13.2','13.2.3',' '
'71642','13','13.2','13.2.3',' '
'71643','13','13.2','13.2.3',' '
'71644','13','13.2','13.2.3',' '
'71645','13','13.2','13.2.3',' '
'71646','13','13.2','13.2.3',' '
'71647','13','13.2','13.2.3',' '
'71648','13','13.2','13.2.3',' '
'71649','13','13.2','13.2.3',' '
'71650','13','13.2','13.2.3',' '
'71651','13','13.2','13.2.3',' '
'71652','13','13.2','13.2.3',' '
'71653','13','13.2','13.2.3',' '
'71654','13','13.2','13.2.3',' '
'71655','13','13.2','13.2.3',' '
'71656','13','13.2','13.2.3',' '
'71657','13','13.2','13.2.3',' '
'71658','13','13.2','13.2.3',' '
'71659','13','13.2','13.2.3',' '
'71660','13','13.2','13.2.3',' '
'71661','13','13.2','13.2.3',' '
'71662','13','13.2','13.2.3',' '
'71663','13','13.2','13.2.3',' '
'71664','13','13.2','13.2.3',' '
'71665','13','13.2','13.2.3',' '
'71666','13','13.2','13.2.3',' '
'71667','13','13.2','13.2.3',' '
'71668','13','13.2','13.2.3',' '
'71680','13','13.2','13.2.3',' '
'71681','13','13.2','13.2.3',' '
'71682','13','13.2','13.2.3',' '
'71683','13','13.2','13.2.3',' '
'71684','13','13.2','13.2.3',' '
'71685','13','13.2','13.2.3',' '
'71686','13','13.2','13.2.3',' '
'71687','13','13.2','13.2.3',' '
'71688','13','13.2','13.2.3',' '
'71689','13','13.2','13.2.3',' '
'71690','13','13.2','13.2.3',' '
'71691','13','13.2','13.2.3',' '
'71692','13','13.2','13.2.3',' '
'71693','13','13.2','13.2.3',' '
'71694','13','13.2','13.2.3',' '
'71695','13','13.2','13.2.3',' '
'71696','13','13.2','13.2.3',' '
'71697','13','13.2','13.2.3',' '
'71698','13','13.2','13.2.3',' '
'71699','13','13.2','13.2.3',' '
'71810','13','13.2','13.2.3',' '
'71811','13','13.2','13.2.3',' '
'71812','13','13.2','13.2.3',' '
'71813','13','13.2','13.2.3',' '
'71814','13','13.2','13.2.3',' '
'71815','13','13.2','13.2.3',' '
'71817','13','13.2','13.2.3',' '
'71818','13','13.2','13.2.3',' '
'71819','13','13.2','13.2.3',' '
'71820','13','13.2','13.2.3',' '
'71821','13','13.2','13.2.3',' '
'71822','13','13.2','13.2.3',' '
'71823','13','13.2','13.2.3',' '
'71824','13','13.2','13.2.3',' '
'71825','13','13.2','13.2.3',' '
'71826','13','13.2','13.2.3',' '
'71827','13','13.2','13.2.3',' '
'71828','13','13.2','13.2.3',' '
'71829','13','13.2','13.2.3',' '
'71850','13','13.2','13.2.3',' '
'71851','13','13.2','13.2.3',' '
'71852','13','13.2','13.2.3',' '
'71853','13','13.2','13.2.3',' '
'71854','13','13.2','13.2.3',' '
'71855','13','13.2','13.2.3',' '
'71856','13','13.2','13.2.3',' '
'71857','13','13.2','13.2.3',' '
'71858','13','13.2','13.2.3',' '
'71859','13','13.2','13.2.3',' '
'71860','13','13.2','13.2.3',' '
'71865','13','13.2','13.2.3',' '
'71870','13','13.2','13.2.3',' '
'71871','13','13.2','13.2.3',' '
'71872','13','13.2','13.2.3',' '
'71873','13','13.2','13.2.3',' '
'71874','13','13.2','13.2.3',' '
'71875','13','13.2','13.2.3',' '
'71876','13','13.2','13.2.3',' '
'71877','13','13.2','13.2.3',' '
'71878','13','13.2','13.2.3',' '
'71879','13','13.2','13.2.3',' '
'71880','13','13.2','13.2.3',' '
'71881','13','13.2','13.2.3',' '
'71882','13','13.2','13.2.3',' '
'71883','13','13.2','13.2.3',' '
'71884','13','13.2','13.2.3',' '
'71885','13','13.2','13.2.3',' '
'71886','13','13.2','13.2.3',' '
'71887','13','13.2','13.2.3',' '
'71888','13','13.2','13.2.3',' '
'71889','13','13.2','13.2.3',' '
'71890','13','13.2','13.2.3',' '
'71891','13','13.2','13.2.3',' '
'71892','13','13.2','13.2.3',' '
'71893','13','13.2','13.2.3',' '
'71894','13','13.2','13.2.3',' '
'71895','13','13.2','13.2.3',' '
'71897','13','13.2','13.2.3',' '
'71898','13','13.2','13.2.3',' '
'71899','13','13.2','13.2.3',' '
'71900','13','13.2','13.2.3',' '
'71901','13','13.2','13.2.3',' '
'71902','13','13.2','13.2.3',' '
'71903','13','13.2','13.2.3',' '
'71904','13','13.2','13.2.3',' '
'71905','13','13.2','13.2.3',' '
'71906','13','13.2','13.2.3',' '
